1.975655555725097656e-03,1.974929822608828545e-03,7.350444793701171875e-04,1.101016998291015625e-03,8.460283279418945312e-04,6.093978881835937500e-04,3.535747528076171875e-04,1.427060342393815517e-03,1.861929893493652344e-03,2.284646034240722656e-03,4.539966583251953125e-03,5.667209625244140625e-03,7.428884506225585938e-03,8.540987968444824219e-03,1.087306812405586243e-02,1.268017292022705078e-02,1.387727260589599609e-02,1.508665084838867188e-02,1.626980304718017578e-02,1.750326156616210938e-02,1.756966114044189453e-02,1.761603355407714844e-02,1.824772357940673828e-02,1.711574941873550415e-02,1.704706624150276184e-02,1.730465888977050781e-02,1.444458961486816406e-02,1.254208851605653763e-02,1.341307163238525391e-02,9.227100759744644165e-03,7.632017135620117188e-03,7.216691970825195312e-03,7.456064224243164062e-03,8.305788040161132812e-03,9.801626205444335938e-03,9.171931073069572449e-03,1.035904884338378906e-02,1.068520545959472656e-02,1.098954677581787109e-02,1.197552680969238281e-02,1.235473155975341797e-02,1.275241374969482422e-02,1.312804222106933594e-02,1.294056605547666550e-02,1.183104515075683594e-02,1.320522278547286987e-02,1.320528984069824219e-02,1.436066627502441406e-02,1.319789886474609375e-02,1.372933387756347656e-02,9.707729332149028778e-03,8.143042214214801788e-03,4.124641418457031250e-05,2.346515655517578125e-03,5.183696746826171875e-03
1.901984214782714844e-03,9.881258010864257812e-04,6.608963012695312500e-04,3.889799118041992188e-04,1.354217529296875000e-04,-1.001358032226562500e-04,2.788305282592773438e-04,7.474422454833984375e-04,1.156568527221679688e-03,3.101652255281805992e-03,4.464507102966308594e-03,6.215572357177734375e-03,7.353186607360839844e-03,9.086132049560546875e-03,1.145732402801513672e-02,1.383709907531738281e-02,1.503109931945800781e-02,1.623702049255371094e-02,1.658781059086322784e-02,1.733906567096710205e-02,1.871061325073242188e-02,1.875364780426025391e-02,1.877641677856445312e-02,1.829016208648681641e-02,1.778674125671386719e-02,1.625443994998931885e-02,1.515929214656352997e-02,1.256716251373291016e-02,9.744882583618164062e-03,7.888243533670902252e-03,5.165696144104003906e-03,6.518020294606685638e-03,6.460951641201972961e-03,6.449460983276367188e-03,7.949709892272949219e-03,8.243799209594726562e-03,8.516073226928710938e-03,9.432673454284667969e-03,1.056149601936340332e-02,1.131188869476318359e-02,1.227390766143798828e-02,1.209139823913574219e-02,1.246809959411621094e-02,1.232671737670898438e-02,1.339840888977050781e-02,1.303817518055438995e-02,1.329636573791503906e-02,1.348740607500076294e-02,1.368641853332519531e-02,1.421642303466796875e-02,1.162024307996034622e-02,1.053330767899751663e-02,3.365516662597656250e-03,5.661249160766601562e-03,4.888284020125865936e-03
1.828312873840332031e-03,9.142160415649414062e-04,5.868673324584960938e-04,3.147125244140625000e-04,6.091594696044921875e-05,-1.747608184814453125e-04,2.804019313771277666e-04,6.725788116455078125e-04,1.081466674804687500e-03,1.580715179443359375e-03,4.389047622680664062e-03,6.139993667602539062e-03,7.900118827819824219e-03,1.144778728485107422e-02,1.261734962463378906e-02,1.340321730822324753e-02,1.556980609893798828e-02,1.677429676055908203e-02,1.741707324981689453e-02,1.803696155548095703e-02,1.863384246826171875e-02,1.867663860321044922e-02,1.805700734257698059e-02,1.821279525756835938e-02,1.770901679992675781e-02,1.782810688018798828e-02,1.424715481698513031e-02,1.153781171888113022e-02,7.844595238566398621e-03,4.879474639892578125e-03,6.280303001403808594e-03,4.756450653076171875e-03,5.595564842224121094e-03,4.848913289606571198e-03,5.506992340087890625e-03,6.396174430847167969e-03,7.760750595480203629e-03,8.180141448974609375e-03,9.739756584167480469e-03,1.006484031677246094e-02,1.102995872497558594e-02,1.143038272857666016e-02,1.222330611199140549e-02,1.244149357080459595e-02,1.331686973571777344e-02,1.307071931660175323e-02,1.264071464538574219e-02,1.370620727539062500e-02,1.360428333282470703e-02,1.413393020629882812e-02,1.417449768632650375e-02,1.220254506915807724e-02,1.049037743359804153e-02,8.223156444728374481e-03,6.333513651043176651e-03
1.562638673931360245e-03,8.404254913330078125e-04,5.128383636474609375e-04,2.405643463134765625e-04,-1.347064971923828125e-05,-2.493858337402343750e-04,2.040863037109375000e-04,-3.409385681152343750e-05,1.556095667183399200e-03,1.505494117736816406e-03,4.313588142395019531e-03,6.064414978027343750e-03,7.824420928955078125e-03,1.137197017669677734e-02,1.254129409790039062e-02,1.376104354858398438e-02,1.543296966701745987e-02,1.659184135496616364e-02,1.857078075408935547e-02,1.916599273681640625e-02,1.981461048126220703e-02,1.930510997772216797e-02,1.807087659835815430e-02,1.571774482727050781e-02,1.582288742065429688e-02,1.654756069183349609e-02,1.342769805341959000e-02,7.689952850341796875e-03,8.147323504090309143e-03,3.508081892505288124e-03,3.085292875766754150e-03,2.518042922019958496e-03,1.105308532714843750e-03,4.001021385192871094e-03,4.245758056640625000e-03,5.137681961059570312e-03,6.672859191894531250e-03,7.297111675143241882e-03,9.074568748474121094e-03,9.909102693200111389e-03,1.075843535363674164e-02,1.139352284371852875e-02,1.238703727722167969e-02,1.282227039337158203e-02,1.323533058166503906e-02,1.289489865303039551e-02,1.313281059265136719e-02,1.419675350189208984e-02,1.426488161087036133e-02,1.479760557413101196e-02,1.464056968688964844e-02,1.747214794158935547e-02,1.800918579101562500e-02,1.119782682508230209e-02,9.668064303696155548e-03
1.112103462219238281e-03,1.254081726074218750e-04,2.469003084115684032e-04,-2.348423004150390625e-05,-7.243156433105468750e-04,-3.240108489990234375e-04,-5.042552947998046875e-04,-1.091957092285156250e-04,1.006364822387695312e-03,2.058982849121093750e-03,3.161191940307617188e-03,6.140200886875391006e-03,8.264704607427120209e-03,1.129603385925292969e-02,1.308345794677734375e-02,1.491808891296386719e-02,1.549363136291503906e-02,1.669800281524658203e-02,1.849412918090820312e-02,1.866581104695796967e-02,1.883915252983570099e-02,2.346968650817871094e-02,1.774111576378345490e-02,1.261794567108154297e-02,1.333332061767578125e-02,1.526689529418945312e-02,1.107566151767969131e-02,9.757673367857933044e-03,5.811810493469238281e-03,3.005504608154296875e-03,1.368142664432525635e-03,-1.557588577270507812e-03,-1.648664474487304688e-04,6.859302520751953125e-04,1.551985740661621094e-03,3.166715381667017937e-03,5.417227745056152344e-03,6.927490234375000000e-03,7.824778556823730469e-03,9.401082992553710938e-03,1.094913482666015625e-02,1.134943962097167969e-02,1.172733306884765625e-02,1.216387748718261719e-02,1.230574399232864380e-02,1.265180110931396484e-02,1.303927134722471237e-02,1.354229450225830078e-02,1.466393470764160156e-02,1.462101936340332031e-02,1.569390296936035156e-02,1.738953590393066406e-02,1.504256203770637512e-02,1.468606386333703995e-02,1.247843541204929352e-02
1.038432121276855469e-03,5.149841308593750000e-05,-2.007484436035156250e-04,-4.715919494628906250e-04,-5.104124429635703564e-04,-4.442305653356015682e-04,-5.789995193481445312e-04,4.309177456889301538e-04,9.312629699707031250e-04,1.983642578125000000e-03,4.863619804382324219e-03,5.988836288452148438e-03,8.371472358703613281e-03,1.010131835937500000e-02,1.265687309205532074e-02,1.484203338623046875e-02,1.603245735168457031e-02,1.723515987396240234e-02,1.779985427856445312e-02,1.780700683593750000e-02,2.216756343841552734e-02,2.218067646026611328e-02,1.653091795742511749e-02,1.523394603282213211e-02,1.353168487548828125e-02,1.024079322814941406e-02,1.158022880554199219e-02,6.502354051917791367e-03,1.533508300781250000e-03,8.681614999659359455e-04,-6.532669067382812500e-05,-2.830862998962402344e-03,-2.030372619628906250e-03,-1.175403594970703125e-03,2.875328063964843750e-04,2.393364906311035156e-03,3.289937973022460938e-03,6.260633468627929688e-03,7.256871555000543594e-03,8.737087249755859375e-03,1.028668880462646484e-02,1.068818569183349609e-02,1.106739044189453125e-02,1.130259688943624496e-02,1.150536537170410156e-02,1.257789134979248047e-02,1.305103302001953125e-02,1.310287043452262878e-02,1.458179950714111328e-02,1.510810852050781250e-02,1.609022729098796844e-02,1.648890227079391479e-02,1.849138736724853516e-02,1.904463768005371094e-02,1.420300640165805817e-02
3.223419189453125000e-04,-1.239206467289477587e-04,-2.748966217041015625e-04,-5.458593368530273438e-04,-7.988214492797851562e-04,-3.986358642578125000e-04,-6.538629531860351562e-04,4.477500915527343750e-04,8.561611175537109375e-04,2.258243737742304802e-03,4.162549972534179688e-03,5.913257598876953125e-03,8.295774459838867188e-03,1.183998584747314453e-02,1.362574100494384766e-02,1.476597785949707031e-02,1.595628261566162109e-02,1.715886592864990234e-02,1.743352413177490234e-02,1.825802214443683624e-02,1.718533039093017578e-02,2.089166641235351562e-02,1.656671054661273956e-02,1.357164978981018066e-02,1.012229919433593750e-02,1.135208364576101303e-02,7.744362112134695053e-03,6.073951721191406250e-03,2.475941088050603867e-03,-2.744913101196289062e-03,-1.939773559570312500e-03,-4.115432500839233398e-03,-3.548137843608856201e-03,-1.305770874023437500e-02,-1.016306877136230469e-02,5.409717559814453125e-04,2.620220184326171875e-03,4.081130027770996094e-03,7.159471511840820312e-03,8.656382560729980469e-03,9.624242782592773438e-03,1.060712337493896484e-02,1.029912009835243225e-02,1.058312226086854935e-02,1.091229915618896484e-02,1.134514808654785156e-02,1.239514350891113281e-02,1.346027851104736328e-02,1.392865180969238281e-02,1.502585411071777344e-02,1.674723625183105469e-02,1.730680465698242188e-02,1.784348487854003906e-02,1.783719472587108612e-02,1.629900932312011719e-02
-3.938674926757812500e-04,-2.241134643554687500e-05,-9.883642196655273438e-04,-6.201267242431640625e-04,-1.509904861450195312e-03,-1.107931137084960938e-03,-7.286071777343750000e-04,-2.591609954833984375e-04,1.506805419921875000e-04,1.279592514038085938e-03,3.461360931396484375e-03,5.213499069213867188e-03,6.974697113037109375e-03,1.114439964294433594e-02,1.293158531188964844e-02,1.372824981808662415e-02,1.588010787963867188e-02,1.708257198333740234e-02,1.649892330169677734e-02,1.650917530059814453e-02,1.771748065948486328e-02,1.718382351100444794e-02,9.862780570983886719e-03,1.300933118909597397e-02,7.021903991699218750e-03,7.750630378723144531e-03,1.270508766174316406e-02,4.469953943043947220e-03,2.373500261455774307e-03,5.942715797573328018e-04,-3.779990365728735924e-03,-5.011753644794225693e-03,-7.060041651129722595e-03,-1.163637638092041016e-02,-5.045455880463123322e-03,-3.088871715590357780e-03,1.950740814208984375e-03,3.824969055131077766e-03,7.078886032104492188e-03,7.231473922729492188e-03,8.553357794880867004e-03,8.874227292835712433e-03,9.365797042846679688e-03,1.040744781494140625e-02,1.026940345764160156e-02,1.011204719543457031e-02,1.059091091156005859e-02,1.166069507598876953e-02,1.308649498969316483e-02,1.402502972632646561e-02,1.552891731262207031e-02,1.665782928466796875e-02,1.719570159912109375e-02,1.783466339111328125e-02,1.845049858093261719e-02
-1.110315322875976562e-03,-7.373094558715820312e-04,-1.702070236206054688e-03,-1.970529556274414062e-03,-1.584410667419433594e-03,-1.817584037780761719e-03,-1.078811590559780598e-03,-9.659528732299804688e-04,-5.548000335693359375e-04,5.755424499511718750e-04,1.680493354797363281e-03,4.513382911682128906e-03,6.276249885559082031e-03,8.707165718078613281e-03,1.223731040954589844e-02,1.407313346862792969e-02,1.432248670607805252e-02,1.887094974517822266e-02,1.650523580610752106e-02,1.521134376525878906e-02,2.011442184448242188e-02,1.899647712707519531e-02,1.455940958112478256e-02,1.188571844249963760e-02,9.271567687392234802e-03,9.481668472290039062e-03,1.082253456115722656e-02,3.653211984783411026e-03,2.703428268432617188e-03,-5.223751068115234375e-03,-2.018928527832031250e-03,-8.344376459717750549e-03,-9.482521563768386841e-03,-8.876164443790912628e-03,-1.083731651306152344e-02,-9.350538253784179688e-03,1.870512962341308594e-03,3.412961959838867188e-03,4.927158355712890625e-03,7.992267608642578125e-03,7.255004718899726868e-03,8.379697799682617188e-03,7.683083415031433105e-03,8.589982986450195312e-03,9.033918380737304688e-03,9.736087173223495483e-03,9.360790252685546875e-03,9.860634803771972656e-03,1.270437240600585938e-02,1.380443572998046875e-02,1.487827301025390625e-02,1.544213294982910156e-02,1.699367910623550415e-02,1.775145530700683594e-02,1.836717128753662109e-02
-1.430988311767578125e-03,-2.093434333801269531e-03,-2.415776252746582031e-03,-2.044796943664550781e-03,-2.295255661010742188e-03,-1.892328262329101562e-03,-1.436948776245117188e-03,-1.672983169555664062e-03,-5.121117574162781239e-04,-1.286268234252929688e-04,9.775161743164062500e-04,3.726682858541607857e-03,4.954814910888671875e-03,7.388830184936523438e-03,1.030659675598144531e-02,1.276373863220214844e-02,1.457357406616210938e-02,1.577877998352050781e-02,1.757037639617919922e-02,1.946794986724853516e-02,1.531896367669105530e-02,1.527990400791168213e-02,1.437265891581773758e-02,1.593470573425292969e-02,6.821602582931518555e-03,5.661863368004560471e-03,-8.482933044433593750e-04,-6.847381591796875000e-04,9.703636169433593750e-05,-2.103596925735473633e-03,-6.525211967527866364e-03,-8.929431438446044922e-03,-1.202368736267089844e-02,-1.120138168334960938e-02,-1.032376289367675781e-02,-8.838415145874023438e-03,-2.824647119268774986e-03,3.332495689392089844e-03,4.846572875976562500e-03,7.911443710327148438e-03,5.694932304322719574e-03,5.971908569335937500e-03,6.963610649108886719e-03,6.193637847900390625e-03,6.643295288085937500e-03,8.303403854370117188e-03,9.442090988159179688e-03,9.847584180533885956e-03,1.090860366821289062e-02,1.258254051208496094e-02,1.430449355393648148e-02,1.521565299481153488e-02,1.654767990112304688e-02,1.766848564147949219e-02,1.884603500366210938e-02
