-7.313370704650878906e-03,-5.284547805786132812e-03,-2.702951431274414062e-03,3.049373626708984375e-04,3.912091255187988281e-03,6.000757217407226562e-03,7.214546203613281250e-03,7.506012916564941406e-03,7.856130599975585938e-03,7.295846939086914062e-03,7.445573806762695312e-03,8.753895759582519531e-03,1.174819469451904297e-02,1.245689392089843750e-02,1.296794414520263672e-02,1.172411441802978516e-02,1.055192947387695312e-02,8.506655693054199219e-03,8.247017860412597656e-03,8.082866668701171875e-03,8.832693099975585938e-03,9.582996368408203125e-03,9.522318840026855469e-03,8.602857589721679688e-03,8.575916290283203125e-03,8.645892143249511719e-03,7.835268974304199219e-03,7.902026176452636719e-03,8.066177368164062500e-03,8.161783218383789062e-03,8.349895477294921875e-03,6.996631622314453125e-03,6.471514701843261719e-03,5.805253982543945312e-03,6.150960922241210938e-03,6.532907485961914062e-03,6.982684135437011719e-03,7.437348365783691406e-03,8.752822875976562500e-03,1.098322868347167969e-02,1.317453384399414062e-02,1.457488536834716797e-02,1.489567756652832031e-02,1.637494564056396484e-02,1.588022708892822266e-02,1.257288455963134766e-02,1.047754287719726562e-02,9.267926216125488281e-03,6.094217300415039062e-03,2.470612525939941406e-03,2.124786376953125000e-03,1.469969749450683594e-03,7.972717285156250000e-04,4.791021347045898438e-04,-2.098083496093750000e-05,-3.030300140380859375e-04,1.835823059082031250e-05,4.010915756225585938e-03,3.858447074890136719e-03,6.747961044311523438e-03,9.509086608886718750e-03,1.369678974151611328e-02,1.572132110595703125e-02,1.561868190765380859e-02,1.552832126617431641e-02,1.307690143585205078e-02,1.148104667663574219e-02,1.065778732299804688e-02,9.096384048461914062e-03,6.847739219665527344e-03,6.871223449707031250e-03,6.919741630554199219e-03,9.279251098632812500e-03,1.240849494934082031e-02
-8.461594581604003906e-03,-6.336331367492675781e-03,-5.223155021667480469e-03,-6.833076477050781250e-04,2.871632575988769531e-03,5.019664764404296875e-03,5.625128746032714844e-03,6.825566291809082031e-03,6.586074829101562500e-03,6.018161773681640625e-03,7.330656051635742188e-03,8.696317672729492188e-03,1.169037818908691406e-02,1.311373710632324219e-02,1.380562782287597656e-02,1.255846023559570312e-02,1.049339771270751953e-02,8.447766304016113281e-03,8.188009262084960938e-03,8.804321289062500000e-03,8.773207664489746094e-03,8.649110794067382812e-03,8.591175079345703125e-03,8.542656898498535156e-03,7.651805877685546875e-03,8.576035499572753906e-03,7.774591445922851562e-03,7.841110229492187500e-03,8.005023002624511719e-03,8.174538612365722656e-03,8.288383483886718750e-03,6.934762001037597656e-03,6.409525871276855469e-03,5.743026733398437500e-03,6.088495254516601562e-03,6.470203399658203125e-03,6.721854209899902344e-03,6.546854972839355469e-03,6.805062294006347656e-03,8.994579315185546875e-03,1.009845733642578125e-02,1.174938678741455078e-02,1.401805877685546875e-02,1.550018787384033203e-02,1.419782638549804688e-02,1.002538204193115234e-02,8.803486824035644531e-03,7.596611976623535156e-03,3.935098648071289062e-03,2.405047416687011719e-03,1.262068748474121094e-03,5.437135696411132812e-04,7.309913635253906250e-04,1.715660095214843750e-03,6.986856460571289062e-04,1.200079917907714844e-03,2.078890800476074219e-03,6.275892257690429688e-03,9.777784347534179688e-03,1.329803466796875000e-02,1.530003547668457031e-02,1.669585704803466797e-02,1.794445514678955078e-02,1.707494258880615234e-02,1.622068881988525391e-02,1.376605033874511719e-02,1.216840744018554688e-02,9.834170341491699219e-03,7.521033287048339844e-03,6.015300750732421875e-03,4.555821418762207031e-03,4.613161087036132812e-03,5.386471748352050781e-03,8.512258529663085938e-03
-6.625890731811523438e-03,-5.057334899902343750e-03,-1.936316490173339844e-03,-7.959604263305664062e-04,2.815246582031250000e-03,3.982305526733398438e-03,5.201578140258789062e-03,5.498409271240234375e-03,5.214214324951171875e-03,5.299568176269531250e-03,5.690336227416992188e-03,1.023364067077636719e-02,1.163256168365478516e-02,1.305568218231201172e-02,1.285183429718017578e-02,1.160752773284912109e-02,1.043486595153808594e-02,9.216666221618652344e-03,9.012460708618164062e-03,8.844852447509765625e-03,8.713841438293457031e-03,8.589386940002441406e-03,8.471488952636718750e-03,7.611274719238281250e-03,7.591366767883300781e-03,7.663846015930175781e-03,8.569955825805664062e-03,8.636355400085449219e-03,8.796930313110351562e-03,8.963465690612792969e-03,8.226871490478515625e-03,7.636189460754394531e-03,6.347417831420898438e-03,5.680799484252929688e-03,6.026029586791992188e-03,6.196618080139160156e-03,6.026387214660644531e-03,6.483793258666992188e-03,6.741881370544433594e-03,7.285475730895996094e-03,7.802009582519531250e-03,1.005208492279052734e-02,1.232659816741943359e-02,1.381480693817138672e-02,1.251506805419921875e-02,1.126265525817871094e-02,6.324648857116699219e-03,5.122184753417968750e-03,2.266287803649902344e-03,7.421970367431640625e-04,8.311271667480468750e-04,9.952783584594726562e-04,6.648302078247070312e-04,1.649141311645507812e-03,1.918315887451171875e-03,2.460598945617675781e-03,4.353046417236328125e-03,6.445527076721191406e-03,1.203358173370361328e-02,1.554465293884277344e-02,1.830565929412841797e-02,1.892852783203125000e-02,1.940405368804931641e-02,1.776909828186035156e-02,1.691317558288574219e-02,1.293969154357910156e-02,1.058721542358398438e-02,8.255839347839355469e-03,5.192279815673828125e-03,4.442572593688964844e-03,2.988815307617187500e-03,2.249717712402343750e-03,3.828167915344238281e-03,7.701158523559570312e-03
-5.595445632934570312e-03,-2.689480781555175781e-03,-1.221895217895507812e-04,1.012086868286132812e-03,2.758741378784179688e-03,4.850029945373535156e-03,5.455255508422851562e-03,5.735158920288085938e-03,5.157113075256347656e-03,5.242228507995605469e-03,5.632877349853515625e-03,7.676124572753906250e-03,1.157474517822265625e-02,1.204276084899902344e-02,1.279377937316894531e-02,1.154923439025878906e-02,9.428143501281738281e-03,9.080529212951660156e-03,8.069872856140136719e-03,8.785605430603027344e-03,8.572697639465332031e-03,8.529782295227050781e-03,7.540106773376464844e-03,7.495284080505371094e-03,7.530927658081054688e-03,7.603168487548828125e-03,9.366750717163085938e-03,1.033020019531250000e-02,9.589195251464843750e-03,9.681463241577148438e-03,8.165478706359863281e-03,7.512807846069335938e-03,6.995081901550292969e-03,6.458163261413574219e-03,5.963563919067382812e-03,6.134033203125000000e-03,5.963563919067382812e-03,6.420612335205078125e-03,5.852699279785156250e-03,6.089687347412109375e-03,6.918430328369140625e-03,8.354663848876953125e-03,9.821295738220214844e-03,1.097214221954345703e-02,9.213566780090332031e-03,6.287097930908203125e-03,5.058646202087402344e-03,2.647519111633300781e-03,5.975961685180664062e-04,6.765127182006835938e-04,7.652044296264648438e-04,1.205921173095703125e-03,1.389741897583007812e-03,2.370834350585937500e-03,3.421664237976074219e-03,3.960847854614257812e-03,7.936358451843261719e-03,1.141524314880371094e-02,1.212217938154935837e-02,1.624882221221923828e-02,1.900649070739746094e-02,2.025818824768066406e-02,1.933622360229492188e-02,1.846349239349365234e-02,1.684498786926269531e-02,1.211345195770263672e-02,9.762167930603027344e-03,6.677269935607910156e-03,5.122900009155273438e-03,3.621339797973632812e-03,2.170324325561523438e-03,2.179622650146484375e-03,3.013730049133300781e-03,6.889700889587402344e-03
-5.006790161132812500e-05,7.402896881103515625e-05,2.627611160278320312e-03,3.752470016479492188e-03,4.557847976684570312e-03,5.718231201171875000e-03,6.009817123413085938e-03,5.678415298461914062e-03,5.100131034851074219e-03,5.184888839721679688e-03,5.342364311218261719e-03,7.618427276611328125e-03,1.055872440338134766e-02,1.198470592498779297e-02,1.178193092346191406e-02,1.059818267822265625e-02,8.479833602905273438e-03,8.136510848999023438e-03,7.127285003662109375e-03,7.845878601074218750e-03,7.657885551452636719e-03,7.535815238952636719e-03,7.480263710021972656e-03,6.568193435668945312e-03,7.470607757568359375e-03,8.342981338500976562e-03,1.016402244567871094e-02,1.108372211456298828e-02,1.038146018981933594e-02,9.691119194030761719e-03,8.952856063842773438e-03,7.451057434082031250e-03,6.871223449707031250e-03,6.395936012268066406e-03,5.901098251342773438e-03,6.282210350036621094e-03,6.470799446105957031e-03,6.357550621032714844e-03,5.789518356323242188e-03,5.449295043945312500e-03,6.034731864929199219e-03,7.473826408386230469e-03,7.797122001647949219e-03,7.251501083374023438e-03,7.135748863220214844e-03,4.606723785400390625e-03,3.381252288818359375e-03,9.106397628784179688e-04,1.661777496337890625e-04,-1.878738403320312500e-04,1.494884490966796875e-03,1.934051513671875000e-03,2.114534378051757812e-03,3.880620002746582031e-03,4.925131797790527344e-03,6.006240844726562500e-03,8.648276329040527344e-03,1.134824752807617188e-02,1.484537124633789062e-02,1.836073398590087891e-02,1.893913745880126953e-02,1.956033706665039062e-02,1.850473880767822266e-02,1.763308048248291016e-02,1.601600646972656250e-02,1.283037662506103516e-02,8.937001228332519531e-03,6.608009338378906250e-03,4.300236701965332031e-03,2.800107002258300781e-03,2.068161964416503906e-03,1.362323760986328125e-03,2.943396568298339844e-03,5.336999893188476562e-03
3.247141838073730469e-03,2.837777137756347656e-03,6.312727928161621094e-03,7.425308227539062500e-03,6.703734397888183594e-03,6.945013999938964844e-03,6.265163421630859375e-03,5.621671676635742188e-03,5.043148994445800781e-03,4.215002059936523438e-03,5.284786224365234375e-03,6.597995758056640625e-03,9.600520133972167969e-03,1.102936267852783203e-02,1.069390773773193359e-02,8.695840835571289062e-03,7.531404495239257812e-03,5.574107170104980469e-03,6.184458732604980469e-03,5.929827690124511719e-03,6.720781326293945312e-03,6.601691246032714844e-03,6.548762321472167969e-03,6.507873535156250000e-03,7.410168647766113281e-03,9.143233299255371094e-03,1.010322570800781250e-02,1.106321811676025391e-02,1.041102409362792969e-02,9.629726409912109375e-03,8.950829505920410156e-03,8.235216140747070312e-03,6.809234619140625000e-03,6.333708763122558594e-03,6.453275680541992188e-03,6.219625473022460938e-03,6.407976150512695312e-03,5.216717720031738281e-03,5.726218223571777344e-03,5.385756492614746094e-03,5.971074104309082031e-03,7.064104080200195312e-03,6.917715072631835938e-03,7.187366485595703125e-03,5.449652671813964844e-03,4.164218902587890625e-03,2.509951591491699219e-03,1.300930976867675781e-03,1.006126403808593750e-04,5.452632904052734375e-04,1.429080963134765625e-03,2.382278442382812500e-03,3.371953964233398438e-03,3.814220428466796875e-03,4.858493804931640625e-03,5.939483642578125000e-03,7.802367210388183594e-03,1.128113269805908203e-02,1.477813720703125000e-02,1.457130908966064453e-02,1.733493804931640625e-02,1.859223842620849609e-02,1.690912246704101562e-02,1.604056358337402344e-02,1.518702507019042969e-02,1.200246810913085938e-02,8.111715316772460938e-03,5.784153938293457031e-03,4.230737686157226562e-03,2.730369567871093750e-03,1.281619071960449219e-03,1.292228698730468750e-03,2.873063087463378906e-03,4.525423049926757812e-03
6.015777587890625000e-03,6.541609764099121094e-03,9.062767028808593750e-03,9.233713150024414062e-03,8.506059646606445312e-03,9.610772132873535156e-03,7.131576538085937500e-03,5.564808845520019531e-03,3.094911575317382812e-03,3.501057624816894531e-03,3.641366958618164062e-03,4.730463027954101562e-03,7.935523986816406250e-03,9.355187416076660156e-03,8.978128433227539062e-03,7.744669914245605469e-03,5.693316459655761719e-03,5.434513092041015625e-03,4.418730735778808594e-03,5.129337310791015625e-03,5.706071853637695312e-03,5.667328834533691406e-03,5.617141723632812500e-03,5.605936050415039062e-03,7.349729537963867188e-03,9.082674980163574219e-03,1.090049743652343750e-02,1.100230216979980469e-02,1.114046573638916016e-02,1.041877269744873047e-02,9.678840637207031250e-03,8.173465728759765625e-03,6.940245628356933594e-03,6.209373474121093750e-03,6.390929222106933594e-03,6.156921386718750000e-03,5.711913108825683594e-03,5.153656005859375000e-03,5.599737167358398438e-03,6.145238876342773438e-03,6.727457046508789062e-03,7.346034049987792969e-03,7.669091224670410156e-03,7.123231887817382812e-03,5.385160446166992188e-03,2.861618995666503906e-03,1.638531684875488281e-03,1.170635223388671875e-03,8.352994918823242188e-04,1.278519630432128906e-03,2.158999443054199219e-03,3.108859062194824219e-03,4.095435142517089844e-03,4.536032676696777344e-03,4.791855812072753906e-03,5.872726440429687500e-03,6.426692008972167969e-03,8.339643478393554688e-03,9.441375732421875000e-03,1.239204406738281250e-02,1.514649391174316406e-02,1.559078693389892578e-02,1.622843742370605469e-02,1.521003246307373047e-02,1.359724998474121094e-02,1.117467880249023438e-02,7.286548614501953125e-03,5.714893341064453125e-03,4.161357879638671875e-03,3.412485122680664062e-03,1.928567886352539062e-03,1.969337463378906250e-03,2.802729606628417969e-03,3.659486770629882812e-03
6.901621818542480469e-03,8.866786956787109375e-03,1.087784767150878906e-02,1.104259490966796875e-02,1.030838489532470703e-02,9.554505348205566406e-03,7.075071334838867188e-03,4.588007926940917969e-03,2.120614051818847656e-03,3.926753997802734375e-04,1.479864120483398438e-03,3.767728805541992188e-03,6.073832511901855469e-03,7.499217987060546875e-03,8.024096488952636719e-03,6.941676139831542969e-03,5.763053894042968750e-03,3.679752349853515625e-03,3.474354743957519531e-03,4.187822341918945312e-03,3.968715667724609375e-03,5.577921867370605469e-03,5.557179450988769531e-03,5.513548851013183594e-03,7.228970527648925781e-03,9.022116661071777344e-03,1.083981990814208984e-02,1.094138622283935547e-02,1.107931137084960938e-02,1.035749912261962891e-02,1.040482521057128906e-02,8.957624435424804688e-03,7.528066635131835938e-03,6.986856460571289062e-03,6.550431251525878906e-03,6.094336509704589844e-03,6.479620933532714844e-03,6.168246269226074219e-03,6.362557411193847656e-03,6.904840469360351562e-03,7.483839988708496094e-03,8.573532104492187500e-03,8.356690406799316406e-03,7.873177528381347656e-03,5.320787429809570312e-03,4.034996032714843750e-03,2.380013465881347656e-03,1.105546951293945312e-03,7.698535919189453125e-04,2.462148666381835938e-03,2.888917922973632812e-03,3.042817115783691406e-03,4.029273986816406250e-03,4.469752311706542969e-03,4.232048988342285156e-03,3.693699836730957031e-03,4.798531532287597656e-03,3.772974014282226562e-03,6.490588188171386719e-03,9.232759475708007812e-03,1.276910305023193359e-02,1.398909091949462891e-02,1.462984085083007812e-02,1.361715793609619141e-02,1.276803016662597656e-02,9.587287902832031250e-03,8.807420730590820312e-03,5.645632743835449219e-03,4.091858863830566406e-03,3.342866897583007812e-03,1.890420913696289062e-03,1.899242401123046875e-03,1.987934112548828125e-03,2.846121788024902344e-03
6.846189498901367188e-03,1.031064987182617188e-02,1.175749301910400391e-02,1.191902160644531250e-02,1.118171215057373047e-02,7.645726203918457031e-03,4.192352294921875000e-03,1.713633537292480469e-03,2.292394638061523438e-04,-1.241445541381835938e-03,-8.184909820556640625e-04,1.899838447570800781e-03,4.153966903686523438e-03,5.585193634033203125e-03,5.412459373474121094e-03,5.988836288452148438e-03,3.862857818603515625e-03,2.732515335083007812e-03,2.529859542846679688e-03,3.186821937561035156e-03,3.909111022949218750e-03,4.673242568969726562e-03,4.644870758056640625e-03,5.453348159790039062e-03,7.168531417846679688e-03,8.961558341979980469e-03,1.077914237976074219e-02,1.173555850982666016e-02,1.187026500701904297e-02,1.114678382873535156e-02,1.034343242645263672e-02,9.034872055053710938e-03,8.309125900268554688e-03,7.764697074890136719e-03,7.104635238647460938e-03,6.656527519226074219e-03,6.416797637939453125e-03,6.105065345764160156e-03,7.125496864318847656e-03,7.664680480957031250e-03,9.060263633728027344e-03,9.328484535217285156e-03,8.292794227600097656e-03,7.809042930603027344e-03,5.256295204162597656e-03,3.970384597778320312e-03,2.315163612365722656e-03,1.040458679199218750e-03,1.504659652709960938e-03,3.193855285644531250e-03,2.823114395141601562e-03,3.324866294860839844e-03,3.962993621826171875e-03,3.615021705627441406e-03,3.378868103027343750e-03,2.059578895568847656e-03,2.389669418334960938e-03,1.368403434753417969e-03,3.319025039672851562e-03,6.846189498901367188e-03,7.425427436828613281e-03,1.162052154541015625e-02,1.226568222045898438e-02,1.135790348052978516e-02,1.117789745330810547e-02,7.999897003173828125e-03,7.980704307556152344e-03,4.821658134460449219e-03,4.022479057312011719e-03,3.273248672485351562e-03,1.820445060729980469e-03,1.829147338867187500e-03,1.917481422424316406e-03,2.032995223999023438e-03
7.732391357421875000e-03,1.119208335876464844e-02,1.227355003356933594e-02,1.093077659606933594e-02,7.352113723754882812e-03,4.810333251953125000e-03,2.289056777954101562e-03,-1.838207244873046875e-04,-7.452964782714843750e-04,-1.547574996948242188e-03,-1.137018203735351562e-03,8.789300918579101562e-04,3.193855285644531250e-03,4.627943038940429688e-03,5.354166030883789062e-03,5.035996437072753906e-03,3.804206848144531250e-03,2.673506736755371094e-03,2.470731735229492188e-03,2.245187759399414062e-03,2.994775772094726562e-03,3.774642944335937500e-03,4.525184631347656250e-03,5.393147468566894531e-03,7.108092308044433594e-03,8.901000022888183594e-03,1.071846485137939453e-02,1.167464256286621094e-02,1.266121864318847656e-02,1.198005676269531250e-02,1.124703884124755859e-02,1.052606105804443359e-02,9.090065956115722656e-03,7.702469825744628906e-03,7.200002670288085938e-03,6.594061851501464844e-03,6.353974342346191406e-03,6.869673728942871094e-03,7.062315940856933594e-03,8.424401283264160156e-03,8.996725082397460938e-03,9.605646133422851562e-03,8.228778839111328125e-03,7.745027542114257812e-03,5.191802978515625000e-03,3.905773162841796875e-03,2.250194549560546875e-03,9.753704071044921875e-04,1.439213752746582031e-03,3.128170967102050781e-03,3.553271293640136719e-03,3.703713417053222656e-03,3.896713256835937500e-03,2.760410308837890625e-03,2.525687217712402344e-03,6.660223007202148438e-04,1.969337463378906250e-04,-2.572536468505859375e-04,1.699328422546386719e-03,2.845525741577148438e-03,4.271507263183593750e-03,7.842659950256347656e-03,9.251713752746582031e-03,8.997797966003417969e-03,8.906006813049316406e-03,6.412386894226074219e-03,7.153868675231933594e-03,4.752397537231445312e-03,3.199696540832519531e-03,2.469420433044433594e-03,2.499341964721679688e-03,1.011610031127929688e-03,1.068830490112304688e-03,1.219749450683593750e-03
