1.170158386230468750e-03,6.048679351806640625e-04,-5.110502243041992188e-04,-1.603960990905761719e-03,-3.566026687622070312e-03,-5.511283874511718750e-03,-6.035804748535156250e-03,-5.560398101806640625e-03,-4.110336303710937500e-03,-3.105878829956054688e-03,-2.996921539306640625e-03,-1.063466072082519531e-03,-1.443624496459960938e-03,-2.506017684936523438e-03,-4.056692123413085938e-03,-4.686713218688964844e-03,-7.072210311889648438e-03,-6.752252578735351562e-03,-6.632328033447265625e-03,-5.345702171325683594e-03,-4.898428916931152344e-03,-3.574728965759277344e-03,-2.387404441833496094e-03,-9.888410568237304688e-04,-1.138210296630859375e-03,-6.736516952514648438e-04,-8.021593093872070312e-04,-1.032829284667968750e-03,-2.054095268249511719e-03,-3.001213073730468750e-03,-3.111124038696289062e-03,-4.057407379150390625e-03,-5.790948867797851562e-03,-7.477402687072753906e-03,-7.472157478332519531e-03,-8.195877075195312500e-03,-5.598902702331542969e-03,-3.825068473815917969e-03,5.801916122436523438e-04,1.600861549377441406e-03,2.651095390319824219e-03,2.786397933959960938e-03,3.868460655212402344e-03,4.184007644653320312e-03,4.362106323242187500e-03,3.925800323486328125e-03,3.328204154968261719e-03,2.955317497253417969e-03,1.811623573303222656e-03,2.068042755126953125e-03,1.291990280151367188e-03,7.675886154174804688e-04,2.835988998413085938e-04,-6.632804870605468750e-04,-1.111745834350585938e-03,-1.988053321838378906e-03,-2.038478851318359375e-03,-2.047657966613769531e-03,-2.445816993713378906e-03,-2.391695976257324219e-03,-2.296447753906250000e-03,-2.609372138977050781e-03,-2.435922622680664062e-03,-2.744436264038085938e-03,-2.522587776184082031e-03,-1.994729042053222656e-03,-2.259254455566406250e-03,-1.403570175170898438e-03,-7.784366607666015625e-05,2.882480621337890625e-04,2.944827079772949219e-03,3.546237945556640625e-03,4.775643348693847656e-03,6.010055541992187500e-03,5.935072898864746094e-03,5.826234817504882812e-03,5.759477615356445312e-03,3.456354141235351562e-03,2.685666084289550781e-03,1.945137977600097656e-03,4.782676696777343750e-04,-2.192258834838867188e-04,-9.163618087768554688e-04,-2.251029014587402344e-03,-2.187252044677734375e-03
1.146197319030761719e-03,5.809068679809570312e-04,-5.352497100830078125e-04,-1.628160476684570312e-03,-3.590345382690429688e-03,-5.535721778869628906e-03,-6.060361862182617188e-03,-6.048440933227539062e-03,-5.542635917663574219e-03,-4.065155982971191406e-03,-2.115011215209960938e-03,-1.604557037353515625e-03,-1.468658447265625000e-03,-2.531170845031738281e-03,-3.187060356140136719e-03,-4.737377166748046875e-03,-5.622625350952148438e-03,-5.891561508178710938e-03,-5.776286125183105469e-03,-5.371451377868652344e-03,-4.048585891723632812e-03,-2.727746963500976562e-03,-3.097295761108398438e-03,-1.014828681945800781e-03,-3.004074096679687500e-04,-5.755424499511718750e-04,-8.285045623779296875e-04,-1.914501190185546875e-03,-2.002000808715820312e-03,-3.027677536010742188e-03,-3.137707710266113281e-03,-4.929065704345703125e-03,-6.659746170043945312e-03,-7.514238357543945312e-03,-7.485151290893554688e-03,-6.584048271179199219e-03,-4.795908927917480469e-03,-3.025054931640625000e-03,5.528926849365234375e-04,1.573443412780761719e-03,1.664996147155761719e-03,2.758741378784179688e-03,3.028154373168945312e-03,4.156351089477539062e-03,4.334330558776855469e-03,3.092646598815917969e-03,2.496600151062011719e-03,2.126455307006835938e-03,9.857416152954101562e-04,1.243352890014648438e-03,1.844167709350585938e-04,-5.114078521728515625e-05,-5.338191986083984375e-04,-6.918907165527343750e-04,-1.140594482421875000e-03,-1.664519309997558594e-03,-2.067446708679199219e-03,-1.710414886474609375e-03,-2.474904060363769531e-03,-2.420902252197265625e-03,-2.325773239135742188e-03,-2.638816833496093750e-03,-2.954721450805664062e-03,-3.536462783813476562e-03,-2.552270889282226562e-03,-2.782344818115234375e-03,-1.742124557495117188e-03,-1.201152801513671875e-03,-1.078844070434570312e-04,2.580881118774414062e-04,1.590967178344726562e-03,2.772569656372070312e-03,4.745244979858398438e-03,5.373239517211914062e-03,5.904555320739746094e-03,5.061030387878417969e-03,4.262924194335937500e-03,3.464221954345703125e-03,2.654790878295898438e-03,1.914143562316894531e-03,4.471540451049804688e-04,-9.728670120239257812e-04,-1.668810844421386719e-03,-2.282500267028808594e-03,-2.218723297119140625e-03
1.122236251831054688e-03,9.125471115112304688e-04,-5.593299865722656250e-04,-1.652479171752929688e-03,-3.638982772827148438e-03,-5.560159683227539062e-03,-6.529092788696289062e-03,-6.526708602905273438e-03,-5.567312240600585938e-03,-4.090070724487304688e-03,-3.071546554565429688e-03,-2.017140388488769531e-03,-1.493692398071289062e-03,-2.202510833740234375e-03,-2.913832664489746094e-03,-3.870725631713867188e-03,-4.760503768920898438e-03,-5.030989646911621094e-03,-5.545258522033691406e-03,-4.518389701843261719e-03,-4.074335098266601562e-03,-2.753615379333496094e-03,-2.084374427795410156e-03,-1.040935516357421875e-03,-1.190423965454101562e-03,-6.279945373535156250e-04,-8.547306060791015625e-04,-1.940846443176269531e-03,-2.028465270996093750e-03,-3.054261207580566406e-03,-4.012227058410644531e-03,-5.800604820251464844e-03,-6.686687469482421875e-03,-8.370399475097656250e-03,-7.512211799621582031e-03,-5.778074264526367188e-03,-4.823088645935058594e-03,-2.225279808044433594e-03,1.320838928222656250e-03,1.422047615051269531e-03,1.637458801269531250e-03,2.596020698547363281e-03,3.000497817993164062e-03,3.319025039672851562e-03,2.690315246582031250e-03,2.866148948669433594e-03,1.636862754821777344e-03,4.687309265136718750e-04,7.227659225463867188e-04,4.187822341918945312e-04,1.560449600219726562e-04,-3.771781921386718750e-04,-5.624294281005859375e-04,-1.506686210632324219e-03,-1.169323921203613281e-03,-1.693487167358398438e-03,-1.317739486694335938e-03,-1.739501953125000000e-03,-1.729846000671386719e-03,-2.088665962219238281e-03,-2.000927925109863281e-03,-3.123402595520019531e-03,-2.984285354614257812e-03,-2.803683280944824219e-03,-2.581954002380371094e-03,-2.054333686828613281e-03,-1.772046089172363281e-03,-1.231193542480468750e-03,-1.379251480102539062e-04,2.279281616210937500e-04,1.560807228088378906e-03,2.742409706115722656e-03,3.974676132202148438e-03,4.603981971740722656e-03,4.402279853820800781e-03,3.561615943908691406e-03,4.232287406921386719e-03,3.433465957641601562e-03,1.895308494567871094e-03,1.156091690063476562e-03,-3.094673156738281250e-04,-1.033425331115722656e-03,-1.700162887573242188e-03,-2.313852310180664062e-03,-2.250194549560546875e-03
7.318258285522460938e-04,1.098275184631347656e-03,-1.542568206787109375e-03,-2.608418464660644531e-03,-4.592299461364746094e-03,-6.535053253173828125e-03,-6.578207015991210938e-03,-6.576061248779296875e-03,-5.616903305053710938e-03,-4.114866256713867188e-03,-3.096580505371093750e-03,-1.679420471191406250e-03,-1.518607139587402344e-03,-1.353263854980468750e-03,-2.042531967163085938e-03,-3.003954887390136719e-03,-3.617405891418457031e-03,-4.170179367065429688e-03,-4.687666893005371094e-03,-4.327774047851562500e-03,-3.249883651733398438e-03,-2.779483795166015625e-03,-2.279281616210937500e-03,-9.086132049560546875e-04,-3.525018692016601562e-04,-6.541013717651367188e-04,-7.785558700561523438e-04,-1.857638359069824219e-03,-2.908706665039062500e-03,-3.931641578674316406e-03,-5.761504173278808594e-03,-6.672501564025878906e-03,-7.547616958618164062e-03,-8.397340774536132812e-03,-7.539272308349609375e-03,-5.805134773254394531e-03,-4.020214080810546875e-03,-1.425147056579589844e-03,4.041194915771484375e-04,1.394629478454589844e-03,1.609921455383300781e-03,2.676010131835937500e-03,2.806186676025390625e-03,2.481579780578613281e-03,2.662539482116699219e-03,2.031683921813964844e-03,2.236366271972656250e-04,4.405975341796875000e-04,6.946325302124023438e-04,3.904104232788085938e-04,-6.942749023437500000e-04,-1.197576522827148438e-03,-1.379966735839843750e-03,-7.493495941162109375e-04,-8.662939071655273438e-04,-9.422302246093750000e-04,-1.346707344055175781e-03,-9.914636611938476562e-04,-9.847879409790039062e-04,-1.345157623291015625e-03,-2.829432487487792969e-03,-3.152847290039062500e-03,-3.779172897338867188e-03,-3.318071365356445312e-03,-2.611756324768066406e-03,-2.084016799926757812e-03,-1.801967620849609375e-03,-1.291036605834960938e-03,-7.414817810058593750e-04,-5.499124526977539062e-04,7.843971252441406250e-04,1.968860626220703125e-03,3.203868865966796875e-03,3.834724426269531250e-03,3.706574440002441406e-03,2.869367599487304688e-03,2.735733985900878906e-03,2.671241760253906250e-03,1.135826110839843750e-03,3.980398178100585938e-04,-3.405809402465820312e-04,-1.064538955688476562e-03,-2.452611923217773438e-03,-3.132343292236328125e-03,-2.998471260070800781e-03
-2.328157424926757812e-04,-8.282661437988281250e-04,-1.944541931152343750e-03,-4.520654678344726562e-03,-5.545616149902343750e-03,-6.559491157531738281e-03,-6.602764129638671875e-03,-6.600737571716308594e-03,-5.641579627990722656e-03,-4.658699035644531250e-03,-3.121376037597656250e-03,-1.163244247436523438e-03,-1.001715660095214844e-03,-1.378417015075683594e-03,-1.171231269836425781e-03,-2.137184143066406250e-03,-2.753734588623046875e-03,-3.309488296508789062e-03,-3.855586051940917969e-03,-4.353523254394531250e-03,-4.151701927185058594e-03,-2.805352210998535156e-03,-2.305269241333007812e-03,-1.622915267944335938e-03,-1.093029975891113281e-03,-5.207061767578125000e-04,-8.047819137573242188e-04,-2.767086029052734375e-03,-3.815412521362304688e-03,-4.809021949768066406e-03,-6.636023521423339844e-03,-7.532000541687011719e-03,-8.417963981628417969e-03,-8.424401283264160156e-03,-6.730318069458007812e-03,-4.999160766601562500e-03,-3.217220306396484375e-03,-6.252527236938476562e-04,1.201033592224121094e-03,2.188682556152343750e-03,2.400875091552734375e-03,3.330349922180175781e-03,2.778530120849609375e-03,2.281785011291503906e-03,1.644253730773925781e-03,1.197099685668945312e-03,-2.658367156982421875e-05,1.956224441528320312e-04,-6.946325302124023438e-04,-4.625320434570312500e-04,-9.738206863403320312e-04,-1.717686653137207031e-03,-2.197504043579101562e-03,-7.779598236083984375e-04,-4.423856735229492188e-04,-5.403757095336914062e-04,-5.971193313598632812e-04,-6.124973297119140625e-04,-1.788139343261718750e-03,-2.147078514099121094e-03,-2.858757972717285156e-03,-3.182172775268554688e-03,-3.808617591857910156e-03,-3.347635269165039062e-03,-2.641439437866210938e-03,-2.113819122314453125e-03,-1.831769943237304688e-03,-2.074718475341796875e-03,-9.486675262451171875e-04,-1.908302307128906250e-03,-5.800724029541015625e-04,4.519224166870117188e-04,1.809716224670410156e-03,2.433180809020996094e-03,1.463770866394042969e-03,2.031564712524414062e-03,1.971960067749023438e-03,1.909017562866210938e-03,1.143097877502441406e-03,3.670454025268554688e-04,-3.715753555297851562e-04,-1.819729804992675781e-03,-2.483844757080078125e-03,-2.264519454911351204e-03,-3.030061721801757812e-03
-6.307363510131835938e-04,-1.791477203369140625e-03,-2.928972244262695312e-03,-4.007101058959960938e-03,-5.594372749328613281e-03,-6.583929061889648438e-03,-6.627202033996582031e-03,-6.625413894653320312e-03,-5.666375160217285156e-03,-4.683494567871093750e-03,-2.239465713500976562e-03,-1.729249954223632812e-03,-1.568675041198730469e-03,-8.609294891357421875e-04,-1.196384429931640625e-03,-1.853346824645996094e-03,-2.779126167297363281e-03,-3.334999084472656250e-03,-3.881216049194335938e-03,-3.716707229614257812e-03,-3.951549530029296875e-03,-3.520250320434570312e-03,-3.227233886718750000e-03,-1.827716827392578125e-03,-1.119136810302734375e-03,-1.567721366882324219e-03,-1.690745353698730469e-03,-2.793431282043457031e-03,-4.695653915405273438e-03,-5.686521530151367188e-03,-6.604433059692382812e-03,-8.405089378356933594e-03,-8.444905281066894531e-03,-8.462667465209960938e-03,-6.757497787475585938e-03,-5.026340484619140625e-03,-2.441287040710449219e-03,-6.524324417114257812e-04,1.970887184143066406e-03,2.982735633850097656e-03,3.191828727722167969e-03,3.302812576293945312e-03,2.750992774963378906e-03,1.443028450012207031e-03,8.068084716796875000e-04,3.345012664794921875e-04,-8.583068847656250000e-04,-4.163980484008789062e-04,-7.228851318359375000e-04,-1.287221908569335938e-03,-1.002192497253417969e-03,-1.254558563232421875e-03,-1.437187194824218750e-03,-8.066892623901367188e-04,-1.409053802490234375e-04,-5.980730056762695312e-04,-2.199411392211914062e-04,-1.049518585205078125e-03,-1.817345619201660156e-03,-2.176284790039062500e-03,-3.657937049865722656e-03,-3.211617469787597656e-03,-3.838181495666503906e-03,-3.377199172973632812e-03,-3.159999847412109375e-03,-2.901554107666015625e-03,-2.616763114929199219e-03,-2.858161926269531250e-03,-3.057956695556640625e-03,-2.687692642211914062e-03,-1.514911651611328125e-03,-1.675128936767578125e-03,-4.460811614990234375e-04,-5.891323089599609375e-04,6.957054138183593750e-04,1.336216926574707031e-03,1.941323280334472656e-03,1.146674156188964844e-03,1.112222671508789062e-03,3.360509872436523438e-04,-1.128315925598144531e-03,-1.820564270019531250e-03,-2.515196800231933594e-03,-2.444028854370117188e-03,-3.126382827758789062e-03
-1.596808433532714844e-03,-1.815557479858398438e-03,-2.953052520751953125e-03,-4.055500030517578125e-03,-5.110502243041992188e-03,-5.706787109375000000e-03,-6.207704544067382812e-03,-6.650209426879882812e-03,-5.691051483154296875e-03,-4.708290100097656250e-03,-2.289295196533203125e-03,-1.754164695739746094e-03,-1.618623733520507812e-03,-8.859634399414062500e-04,-1.221537590026855469e-03,-9.851455688476562500e-04,-1.915335655212402344e-03,-2.474308013916015625e-03,-3.906726837158203125e-03,-4.404783248901367188e-03,-3.977298736572265625e-03,-3.546118736267089844e-03,-3.930926322937011719e-03,-2.720832824707031250e-03,-2.902626991271972656e-03,-2.454996109008789062e-03,-2.576708793640136719e-03,-4.533290863037109375e-03,-5.575895309448242188e-03,-6.527900695800781250e-03,-7.480502128601074219e-03,-9.278416633605957031e-03,-8.505225181579589844e-03,-8.489608764648437500e-03,-6.784558296203613281e-03,-4.220247268676757812e-03,-1.638293266296386719e-03,1.477003097534179688e-04,1.943588256835937500e-03,2.955436706542968750e-03,3.164410591125488281e-03,3.275275230407714844e-03,2.077102661132812500e-03,1.236915588378906250e-03,7.511377334594726562e-04,-4.999637603759765625e-04,-8.863210678100585938e-04,-6.628036499023437500e-04,-7.793903350830078125e-04,-1.315474510192871094e-03,-1.572847366333007812e-03,-1.774787902832031250e-03,-1.465797424316406250e-03,-8.354187011718750000e-04,-1.697540283203125000e-04,-6.269216537475585938e-04,-2.487897872924804688e-04,-1.855611801147460938e-03,-1.846432685852050781e-03,-2.978324890136718750e-03,-3.338694572448730469e-03,-3.552913665771484375e-03,-3.867745399475097656e-03,-3.406763076782226562e-03,-3.950834274291992188e-03,-3.460407257080078125e-03,-3.951668739318847656e-03,-3.401875495910644531e-03,-3.087997436523437500e-03,-3.467082977294921875e-03,-2.291321754455566406e-03,-2.450227737426757812e-03,-1.218438148498535156e-03,-6.196498870849609375e-04,6.651878356933593750e-04,5.695819854736328125e-04,1.235723495483398438e-03,1.115918159484863281e-03,3.511905670166015625e-04,-4.221200942993164062e-04,-1.885056495666503906e-03,-1.851797103881835938e-03,-1.825332641601562500e-03,-2.475380897521972656e-03,-2.344727516174316406e-03
-1.293420791625976562e-03,-1.863598823547363281e-03,-2.977252006530761719e-03,-3.685832023620605469e-03,-4.204273223876953125e-03,-6.657242774963378906e-03,-6.256818771362304688e-03,-6.714940071105957031e-03,-5.715847015380859375e-03,-4.733085632324218750e-03,-2.314090728759765625e-03,-1.779079437255859375e-03,-1.101851463317871094e-03,-1.299381256103515625e-05,-3.501176834106445312e-04,-1.010417938232421875e-03,-1.647830009460449219e-03,-2.499699592590332031e-03,-3.932356834411621094e-03,-4.192233085632324219e-03,-4.229187965393066406e-03,-4.446268081665039062e-03,-3.956794738769531250e-03,-4.332542419433593750e-03,-3.939628601074218750e-03,-4.076123237609863281e-03,-4.348754882812500000e-03,-5.416631698608398438e-03,-5.602359771728515625e-03,-6.554484367370605469e-03,-7.533907890319824219e-03,-9.305238723754882812e-03,-8.525490760803222656e-03,-7.693409919738769531e-03,-5.975365638732910156e-03,-3.414154052734375000e-03,-1.665472984313964844e-03,1.204013824462890625e-04,2.740621566772460938e-03,3.749370574951171875e-03,3.136873245239257812e-03,3.247737884521484375e-03,1.881480216979980469e-03,1.209139823913574219e-03,-7.094144821166992188e-04,-1.334786415100097656e-03,-9.144544601440429688e-04,-6.909370422363281250e-04,-1.045107841491699219e-03,-1.343846321105957031e-03,-1.882314682006835938e-03,-1.803278923034667969e-03,-1.523017883300781250e-03,-8.640289306640625000e-04,-1.984834671020507812e-04,-6.557703018188476562e-04,-2.777576446533203125e-04,-1.884698867797851562e-03,-2.280473709106445312e-03,-3.007531166076660156e-03,-4.139423370361328125e-03,-4.038929939270019531e-03,-3.897190093994140625e-03,-4.200458526611328125e-03,-3.980517387390136719e-03,-3.749132156372070312e-03,-3.981471061706542969e-03,-4.216790199279785156e-03,-3.870248794555664062e-03,-4.071712493896484375e-03,-3.661632537841796875e-03,-2.480506896972656250e-03,-1.248836517333984375e-03,-6.500482559204101562e-04,6.346702575683593750e-04,1.275062561035156250e-03,1.204967498779296875e-03,1.085042953491210938e-03,1.050472259521484375e-03,-4.450082778930664062e-04,-1.190543174743652344e-03,-1.913309097290039062e-03,-1.856565475463867188e-03,-2.506732940673828125e-03,-2.376198768615722656e-03
-1.317381858825683594e-03,-1.887559890747070312e-03,-2.089262008666992188e-03,-3.170490264892578125e-03,-5.159139633178710938e-03,-5.755662918090820312e-03,-6.281375885009765625e-03,-6.270170211791992188e-03,-5.325913429260253906e-03,-3.846645355224609375e-03,-3.751635551452636719e-03,-1.288056373596191406e-03,-2.259016036987304688e-04,-3.814697265625000000e-05,-3.752708435058593750e-04,-1.035571098327636719e-03,-1.673221588134765625e-03,-2.250075340270996094e-03,-2.817153930664062500e-03,-4.217863082885742188e-03,-4.698514938354492188e-03,-4.472136497497558594e-03,-4.880428314208984375e-03,-5.071163177490234375e-03,-4.830002784729003906e-03,-4.991054534912109375e-03,-4.374980926513671875e-03,-4.586100578308105469e-03,-5.547046661376953125e-03,-5.728602409362792969e-03,-7.560491561889648438e-03,-8.485436439514160156e-03,-8.552312850952148438e-03,-6.881237030029296875e-03,-5.166292190551757812e-03,-3.441214561462402344e-03,-8.623600006103515625e-04,9.205341339111328125e-04,1.888990402221679688e-03,3.721952438354492188e-03,3.109455108642578125e-03,2.538084983825683594e-03,1.039862632751464844e-03,-4.438161849975585938e-04,-7.373094558715820312e-04,-1.362800598144531250e-03,-9.424686431884765625e-04,-7.190704345703125000e-04,-1.872539520263671875e-03,-1.633882522583007812e-03,-1.910686492919921875e-03,-2.132058143615722656e-03,-1.551508903503417969e-03,-9.214878082275390625e-04,-5.860328674316406250e-04,-6.846189498901367188e-04,-1.086831092834472656e-03,-1.913666725158691406e-03,-3.085255622863769531e-03,-3.809571266174316406e-03,-4.168748855590820312e-03,-4.836678504943847656e-03,-4.378795623779296875e-03,-4.230022430419921875e-03,-4.506468772888183594e-03,-4.279494285583496094e-03,-4.767894744873046875e-03,-4.455447196960449219e-03,-3.900289535522460938e-03,-4.276633262634277344e-03,-3.691792488098144531e-03,-2.510905265808105469e-03,-1.279234886169433594e-03,-6.805658340454101562e-04,1.341581344604492188e-03,1.244425773620605469e-03,1.174330711364746094e-03,1.054286956787109375e-03,1.019716262817382812e-03,2.527236938476562500e-04,-1.221537590026855469e-03,-1.220226287841796875e-03,-1.191377639770507812e-03,-2.538084983825683594e-03,-1.690864562988281250e-03
-1.341342926025390625e-03,-1.911640167236328125e-03,-2.646446228027343750e-03,-4.128217697143554688e-03,-5.183458328247070312e-03,-5.275845527648925781e-03,-6.305932998657226562e-03,-6.294846534729003906e-03,-4.875779151916503906e-03,-3.896236419677734375e-03,-2.868175506591796875e-03,-1.338005065917968750e-03,-2.509355545043945312e-04,-6.318092346191406250e-05,-7.538795471191406250e-04,-1.086115837097167969e-03,-1.698493957519531250e-03,-2.300977706909179688e-03,-3.727316856384277344e-03,-4.243493080139160156e-03,-4.724264144897460938e-03,-4.498004913330078125e-03,-4.706621170043945312e-03,-5.097150802612304688e-03,-5.426526069641113281e-03,-4.154682159423828125e-03,-3.666162490844726562e-03,-3.782033920288085938e-03,-4.718184471130371094e-03,-5.755186080932617188e-03,-6.737709045410156250e-03,-7.704973220825195312e-03,-6.892085075378417969e-03,-6.069183349609375000e-03,-5.193352699279785156e-03,-2.635002136230468750e-03,-5.912780761718750000e-05,1.720666885375976562e-03,2.686023712158203125e-03,3.694534301757812500e-03,2.966284751892089844e-03,1.558661460876464844e-03,8.792877197265625000e-04,-4.715919494628906250e-04,-9.517669677734375000e-04,-1.390695571899414062e-03,-9.706020355224609375e-04,-1.330018043518066406e-03,-1.900792121887207031e-03,-1.400470733642578125e-03,-1.939058303833007812e-03,-2.160549163818359375e-03,-1.580119132995605469e-03,-9.500980377197265625e-04,-2.560615539550781250e-04,-2.849102020263671875e-04,-1.115679740905761719e-03,-2.719998359680175781e-03,-3.114342689514160156e-03,-3.838777542114257812e-03,-4.198074340820312500e-03,-4.866123199462890625e-03,-4.408359527587890625e-03,-5.023479461669921875e-03,-4.800915718078613281e-03,-4.309296607971191406e-03,-4.797816276550292969e-03,-5.031943321228027344e-03,-4.682540893554687500e-03,-4.306793212890625000e-03,-3.722071647644042969e-03,-2.541184425354003906e-03,-1.929759979248046875e-03,2.944469451904296875e-05,1.311063766479492188e-03,1.213788986206054688e-03,1.143693923950195312e-03,1.023530960083007812e-03,9.888410568237304688e-04,2.218484878540039062e-04,-1.252651214599609375e-03,-4.999637603759765625e-04,-1.197814941406250000e-03,-1.849651336669921875e-03,-1.005530357360839844e-03
