-6.660938262939453125e-03,-5.772829055786132812e-03,-6.234765052795410156e-03,-5.260825157165527344e-03,-4.284262657165527344e-03,-1.860857009887695312e-03,-4.477500915527343750e-04,2.278089523315429688e-04,-1.292228698730468750e-04,-8.426904678344726562e-04,-3.296971321105957031e-03,-6.595730781555175781e-03,-8.965849876403808594e-03,-1.040327548980712891e-02,-1.089012622833251953e-02,-1.070225238800048828e-02,-1.004397869110107422e-02,-8.006334304809570312e-03,-5.047798156738281250e-03,-3.631949424743652344e-03,-2.179026603698730469e-03,-2.318024635314941406e-03,-2.542138099670410156e-03,-3.599166870117187500e-03,-5.466699600219726562e-03,-5.539298057556152344e-03,-6.505489349365234375e-03,-6.572246551513671875e-03,-5.762219429016113281e-03,-4.889249801635742188e-03,-4.837989807128906250e-03,-3.920316696166992188e-03,-2.987027168273925781e-03,-1.170992851257324219e-03,6.687641143798828125e-04,1.698613166809082031e-03,1.927256584167480469e-03,2.205610275268554688e-03,7.268190383911132812e-04,9.125471115112304688e-04,6.303787231445312500e-04,3.397464752197265625e-05,-3.361701965332031250e-04,1.190900802612304688e-04,3.746747970581054688e-04,1.178979873657226562e-04,3.720521926879882812e-04,-6.140470504760742188e-04,-1.104235649108886719e-03,-2.819657325744628906e-03,-3.258228302001953125e-03,-4.129648208618164062e-03,-4.953861236572265625e-03,-4.940867424011230469e-03,-5.282998085021972656e-03,-4.886507987976074219e-03,-4.791140556335449219e-03,-4.639029502868652344e-03,-4.476070404052734375e-03,-4.744887351989746094e-03,-3.744482994079589844e-03,-3.965139389038085938e-03,-3.449201583862304688e-03,-2.583980560302734375e-03,-2.781152725219726562e-03,-1.630306243896484375e-03,-1.033902168273925781e-03,1.857280731201171875e-04,1.425027847290039062e-03,2.065777778625488281e-03,3.436565399169921875e-03,2.179861068725585938e-03,2.472996711730957031e-03,1.656413078308105469e-03,1.624107360839843750e-03,8.932352066040039062e-04
-5.760669708251953125e-03,-5.798220634460449219e-03,-5.793571472167968750e-03,-4.371047019958496094e-03,-3.397583961486816406e-03,-9.788274765014648438e-04,-4.734992980957031250e-04,2.019405364990234375e-04,-1.552104949951171875e-04,-8.686780929565429688e-04,-4.217743873596191406e-03,-6.622076034545898438e-03,-9.880900382995605469e-03,-1.042973995208740234e-02,-1.027894020080566406e-02,-9.850740432739257812e-03,-9.193778038024902344e-03,-7.160782814025878906e-03,-4.206776618957519531e-03,-2.794027328491210938e-03,-1.344084739685058594e-03,-1.484513282775878906e-03,-1.839160919189453125e-03,-3.626585006713867188e-03,-4.669904708862304688e-03,-5.566835403442382812e-03,-6.533145904541015625e-03,-5.784153938293457031e-03,-4.961013793945312500e-03,-4.945158958435058594e-03,-4.060029983520507812e-03,-3.948450088500976562e-03,-3.015279769897460938e-03,-1.199245452880859375e-03,6.121397018432617188e-04,1.670122146606445312e-03,1.898765563964843750e-03,2.026200294494628906e-03,1.363396644592285156e-03,1.665472984313964844e-03,1.224160194396972656e-03,8.096694946289062500e-04,4.365444183349609375e-04,8.887052536010742188e-04,3.454685211181640625e-04,8.857250213623046875e-05,3.426074981689453125e-04,-6.434917449951171875e-04,-1.133799552917480469e-03,-2.064108848571777344e-03,-3.288030624389648438e-03,-4.159569740295410156e-03,-4.205822944641113281e-03,-4.195928573608398438e-03,-4.539728164672851562e-03,-4.466295242309570312e-03,-4.821538925170898438e-03,-4.669547080993652344e-03,-4.210829734802246094e-03,-4.775524139404296875e-03,-3.775358200073242188e-03,-4.027009010314941406e-03,-3.709793090820312500e-03,-3.159046173095703125e-03,-2.812266349792480469e-03,-1.661658287048339844e-03,-1.065135002136230469e-03,8.971691131591796875e-04,2.873182296752929688e-03,3.510951995849609375e-03,4.781603813171386719e-03,3.260016441345214844e-03,3.906011581420898438e-03,2.354025840759277344e-03,2.320170402526855469e-03,1.587629318237304688e-03
-4.371881484985351562e-03,-4.416108131408691406e-03,-4.443287849426269531e-03,-3.481507301330566406e-03,-3.423213958740234375e-03,-1.516819000244140625e-03,-4.991292953491210938e-04,1.760721206665039062e-04,-1.810789108276367188e-04,-2.689838409423828125e-03,-5.138397216796875000e-03,-8.164048194885253906e-03,-9.632825851440429688e-03,-1.019942760467529297e-02,-9.424209594726562500e-03,-8.998990058898925781e-03,-8.343577384948730469e-03,-6.315231323242187500e-03,-3.365635871887207031e-03,-1.955986022949218750e-03,-5.090236663818359375e-04,-6.510019302368164062e-04,-1.738905906677246094e-03,-2.799034118652343750e-03,-4.697322845458984375e-03,-4.744052886962890625e-03,-5.713462829589843750e-03,-4.968881607055664062e-03,-4.148721694946289062e-03,-4.136085510253906250e-03,-4.088044166564941406e-03,-4.004716873168945312e-03,-3.043532371520996094e-03,-1.227617263793945312e-03,5.837678909301757812e-04,1.613259315490722656e-03,1.870155334472656250e-03,1.997590065002441406e-03,1.481294631958007812e-03,2.447366714477539062e-03,2.184748649597167969e-03,1.585364341735839844e-03,2.010822296142578125e-03,1.429319381713867188e-03,1.113533973693847656e-03,5.804300308227539062e-04,3.132820129394531250e-04,-6.730556488037109375e-04,-8.549690246582031250e-04,-2.093791961669921875e-03,-2.977013587951660156e-03,-3.408312797546386719e-03,-3.457665443420410156e-03,-3.840327262878417969e-03,-4.569888114929199219e-03,-4.174947738647460938e-03,-4.851937294006347656e-03,-4.397273063659667969e-03,-4.537463188171386719e-03,-4.806280136108398438e-03,-4.318237304687500000e-03,-4.815459251403808594e-03,-3.740787506103515625e-03,-3.943085670471191406e-03,-2.843499183654785156e-03,-9.456872940063476562e-04,-3.508329391479492188e-04,1.608371734619140625e-03,4.321217536926269531e-03,4.217743873596191406e-03,4.847049713134765625e-03,4.696249961853027344e-03,4.606604576110839844e-03,3.781080245971679688e-03,2.571294782683253288e-03,2.282023429870605469e-03
-3.470063209533691406e-03,-4.441499710083007812e-03,-4.468798637390136719e-03,-3.532528877258300781e-03,-3.448843955993652344e-03,-1.542448997497558594e-03,-5.248785018920898438e-04,-7.518529891967773438e-04,-2.033948898315429688e-03,-5.434513092041015625e-03,-6.980061531066894531e-03,-8.190393447875976562e-03,-9.659171104431152344e-03,-9.597063064575195312e-03,-8.348107337951660156e-03,-7.268905639648437500e-03,-5.958080291748046875e-03,-5.469560623168945312e-03,-2.524375915527343750e-03,-1.117706298828125000e-03,-5.360841751098632812e-04,-6.780624389648437500e-04,-1.766085624694824219e-03,-2.853751182556152344e-03,-3.774642944335937500e-03,-4.799127578735351562e-03,-4.893660545349121094e-03,-4.966497421264648438e-03,-4.176497459411621094e-03,-4.163980484008789062e-03,-4.116177558898925781e-03,-4.032850265502929688e-03,-3.071784973144531250e-03,-1.255869865417480469e-03,5.553960800170898438e-04,7.654428482055664062e-04,8.908510208129882812e-04,1.969099044799804688e-03,2.264738082885742188e-03,2.610087394714355469e-03,2.962112426757812500e-03,2.361059188842773438e-03,1.981735229492187500e-03,1.629114151000976562e-03,1.084208488464355469e-03,1.346826553344726562e-03,2.838373184204101562e-04,8.726119995117187500e-05,-4.044771194458007812e-04,-1.338005065917968750e-03,-1.779675483703613281e-03,-1.876115798950195312e-03,-2.936199307441711426e-03,-3.093600273132324219e-03,-3.826379776000976562e-03,-4.205226898193359375e-03,-4.113078117370605469e-03,-4.427790641784667969e-03,-5.036950111389160156e-03,-4.568099975585937500e-03,-4.348993301391601562e-03,-4.088759422302246094e-03,-3.771781921386718750e-03,-3.974199295043945312e-03,-1.374244689941406250e-03,-1.531720161437988281e-03,3.637075424194335938e-04,2.319812774658203125e-03,5.029678344726562500e-03,4.924535751342773438e-03,5.552411079406738281e-03,5.398392677307128906e-03,4.544734954833984375e-03,4.478693008422851562e-03,3.016233444213867188e-03,2.976536750793457031e-03
-2.067804336547851562e-03,-3.542542457580566406e-03,-4.494190216064453125e-03,-4.504919052124023438e-03,-3.500103950500488281e-03,-2.503275871276855469e-03,-1.989483833312988281e-03,-9.443759918212890625e-04,-2.607464790344238281e-03,-4.203319549560546875e-03,-5.783915519714355469e-03,-8.216619491577148438e-03,-7.931590080261230469e-03,-8.478045463562011719e-03,-7.491827011108398438e-03,-7.088899612426757812e-03,-5.109548568725585938e-03,-4.623889923095703125e-03,-2.551317214965820312e-03,-1.144647598266601562e-03,-5.631446838378906250e-04,-7.052421569824218750e-04,-1.820564270019531250e-03,-2.026319503784179688e-03,-2.948641777038574219e-03,-3.976225852966308594e-03,-4.073739051818847656e-03,-4.994273185729980469e-03,-4.190444946289062500e-03,-5.029082298278808594e-03,-4.978299140930175781e-03,-4.060983657836914062e-03,-3.099918365478515625e-03,-1.312494277954101562e-03,-3.957748413085937500e-04,6.204843521118164062e-04,8.623600006103515625e-04,1.940488815307617188e-03,3.048181533813476562e-03,3.200531005859375000e-03,2.933263778686523438e-03,3.136873245239257812e-03,2.546072006225585938e-03,2.171277999877929688e-03,1.055002212524414062e-03,1.317620277404785156e-03,1.047253608703613281e-03,5.769729614257812500e-05,3.544092178344726562e-04,-5.822181701660156250e-04,-1.025319099426269531e-03,-1.906037330627441406e-03,-2.709627151489257812e-03,-2.347111701965332031e-03,-3.856658935546875000e-03,-3.463268280029296875e-03,-4.143476486206054688e-03,-4.458189010620117188e-03,-4.302620887756347656e-03,-4.598736763000488281e-03,-3.867745399475097656e-03,-3.362178802490234375e-03,-3.048181533813476562e-03,-1.204967498779296875e-03,-6.552934646606445312e-04,-2.297163009643554688e-04,1.078128814697265625e-03,3.031373023986816406e-03,4.998326301574707031e-03,5.631446838378906250e-03,6.189227104187011719e-03,5.366683006286621094e-03,5.307435989379882812e-03,4.446864128112792969e-03,3.712415695190429688e-03,2.944469451904296875e-03
-2.092957496643066406e-03,-3.567814826965332031e-03,-5.001187324523925781e-03,-5.448579788208007812e-03,-4.438161849975585938e-03,-3.438353538513183594e-03,-2.415060997009277344e-03,-2.258658409118652344e-03,-3.535389900207519531e-03,-4.255414009094238281e-03,-5.836248397827148438e-03,-7.349729537963867188e-03,-6.177425384521484375e-03,-6.388902664184570312e-03,-6.635427474975585938e-03,-6.235718727111816406e-03,-5.136251449584960938e-03,-3.778100013732910156e-03,-3.265976905822753906e-03,-1.171708106994628906e-03,-4.663467407226562500e-04,-7.323026657104492188e-04,-9.899139404296875000e-04,-2.053618431091308594e-03,-2.150058746337890625e-03,-3.153324127197265625e-03,-4.101395606994628906e-03,-5.021929740905761719e-03,-5.059838294982910156e-03,-5.057096481323242188e-03,-5.029082298278808594e-03,-4.128098487854003906e-03,-3.211498260498046875e-03,-2.223253250122070312e-03,-4.240274429321289062e-04,5.921125411987304688e-04,1.651883125305175781e-03,2.727031707763671875e-03,3.019452095031738281e-03,3.361701965332031250e-03,2.904415130615234375e-03,2.303123474121093750e-03,2.517104148864746094e-03,2.142190933227539062e-03,1.025795936584472656e-03,1.288294792175292969e-03,1.017928123474121094e-03,5.024671554565429688e-04,6.301403045654296875e-04,1.736879348754882812e-04,-1.055121421813964844e-03,-1.154780387878417969e-03,-1.961469650268554688e-03,-2.377152442932128906e-03,-3.113031387329101562e-03,-3.493547439575195312e-03,-4.173874855041503906e-03,-4.488706588745117188e-03,-4.333257675170898438e-03,-3.865957260131835938e-03,-3.139495849609375000e-03,-2.583648776635527611e-03,-2.324461936950683594e-03,-4.844665527343750000e-04,-3.009871870744973421e-04,4.862546920776367188e-04,1.792550086975097656e-03,3.742694854736328125e-03,4.966855049133300781e-03,5.599975585937500000e-03,6.157636642456054688e-03,6.068944931030273438e-03,5.275726318359375000e-03,3.685355186462402344e-03,3.680467605590820312e-03,2.185821533203125000e-03
-2.118110656738281250e-03,-4.061222076416015625e-03,-5.491495132446289062e-03,-5.925416946411132812e-03,-4.961133003234863281e-03,-3.960371017456054688e-03,-3.347158432006835938e-03,-2.831816673278808594e-03,-3.561258316040039062e-03,-4.281401634216308594e-03,-4.966259002685546875e-03,-5.589604377746582031e-03,-5.313396453857421875e-03,-4.646658897399902344e-03,-4.896283149719238281e-03,-4.502415657043457031e-03,-4.065752029418945312e-03,-3.626227378845214844e-03,-3.143906593322753906e-03,-1.198649406433105469e-03,-4.934072494506835938e-04,-7.594823837280273438e-04,-1.017093658447265625e-03,-2.080917358398437500e-03,-2.177476882934570312e-03,-3.180742263793945312e-03,-4.129052162170410156e-03,-5.049705505371093750e-03,-5.087614059448242188e-03,-5.090117454528808594e-03,-5.892872810363769531e-03,-4.988908767700195312e-03,-3.239631652832031250e-03,-2.279758453369140625e-03,-4.523992538452148438e-04,5.637407302856445312e-04,1.623392105102539062e-03,2.698421478271484375e-03,2.990841865539550781e-03,3.332972526550292969e-03,2.695083618164062500e-03,2.875447273254394531e-03,1.655936241149902344e-03,1.312851905822753906e-03,1.541614532470703125e-03,1.258969306945800781e-03,1.264333724975585938e-03,7.886886596679687500e-04,1.387596130371093750e-03,1.440048217773437500e-04,3.409385681152343750e-05,-4.035234451293945312e-04,-1.243233680725097656e-03,-1.630544662475585938e-03,-2.369523048400878906e-03,-3.523826599121093750e-03,-4.204273223876953125e-03,-4.055857658386230469e-03,-4.363775253295898438e-03,-3.133177757263183594e-03,-1.652121543884277344e-03,-1.877784729003906250e-03,-8.462667465209960938e-04,2.361536026000976562e-04,6.377696990966796875e-05,1.202225685119628906e-03,2.126413863152265549e-03,3.711342811584472656e-03,5.068182945251464844e-03,4.830002784729003906e-03,5.390524864196777344e-03,5.303382873535156250e-03,5.244016647338867188e-03,2.923965454101562500e-03,2.920269966125488281e-03,2.153754234313964844e-03
-3.071784973144531250e-03,-5.012154579162597656e-03,-5.975961685180664062e-03,-6.867766380310058594e-03,-5.900502204895019531e-03,-4.399180412292480469e-03,-3.373026847839355469e-03,-3.239870071411132812e-03,-3.613114356994628906e-03,-3.769755363464355469e-03,-4.096269607543945312e-03,-4.449605941772460938e-03,-4.733324050903320312e-03,-3.788828849792480469e-03,-4.040002822875976562e-03,-3.649115562438964844e-03,-3.438711166381835938e-03,-3.652930259704589844e-03,-3.346681594848632812e-03,-1.952171325683593750e-03,-5.203485488891601562e-04,-6.713867187500000000e-04,-9.335279464721679688e-04,-1.146435737609863281e-03,-1.351475715637207031e-03,-2.357840538024902344e-03,-4.156589508056640625e-03,-5.949735641479492188e-03,-6.821751594543457031e-03,-5.968093872070312500e-03,-5.949020385742187500e-03,-5.017042160034179688e-03,-3.267884254455566406e-03,-2.308011054992675781e-03,-4.806518554687500000e-04,5.352497100830078125e-04,1.594901084899902344e-03,2.669930458068847656e-03,2.962112426757812500e-03,2.466201782226562500e-03,2.666354179382324219e-03,2.040266990661621094e-03,1.063823699951171875e-03,4.833936691284179688e-04,9.672641754150390625e-04,1.471757888793945312e-03,9.590387344360351562e-04,1.234889030456542969e-03,1.054167747497558594e-03,1.143217086791992188e-04,4.534721374511718750e-04,-4.333257675170898438e-04,-8.442401885986328125e-04,-1.660585403442382812e-03,-2.399682998657226562e-03,-3.554105758666992188e-03,-3.465294837951660156e-03,-3.781676292419433594e-03,-3.629446029663085938e-03,-1.911878585815429688e-03,-1.682877540588378906e-03,-1.908659934997558594e-03,-1.226663589477539062e-04,4.204511642456054688e-04,7.828474044799804688e-04,1.338481903076171875e-03,2.507209777832031250e-03,2.937316894531250000e-03,4.164099693298339844e-03,4.798531532287597656e-03,4.689335823059082031e-03,3.856420516967773438e-03,2.982854843139648438e-03,3.686428070068359375e-03,2.160191535949707031e-03,1.395106315612792969e-03
-4.979491233825683594e-03,-5.963087081909179688e-03,-6.924033164978027344e-03,-6.918907165527343750e-03,-5.951762199401855469e-03,-4.948377609252929688e-03,-4.331111907958984375e-03,-3.265738487243652344e-03,-2.737045288085937500e-03,-2.898097038269042969e-03,-3.226041793823242188e-03,-3.291487693786621094e-03,-3.870725631713867188e-03,-2.930760383605957031e-03,-3.440618515014648438e-03,-3.675699234008789062e-03,-4.119157791137695312e-03,-3.679633140563964844e-03,-3.373503684997558594e-03,-1.979112625122070312e-03,-5.474090576171875000e-04,2.014636993408203125e-05,-1.012086868286132812e-04,-3.174543380737304688e-04,-1.378893852233886719e-03,-3.235697746276855469e-03,-4.211783409118652344e-03,-5.977511405944824219e-03,-6.849527359008789062e-03,-6.851196289062500000e-03,-6.812691688537597656e-03,-5.073189735412597656e-03,-3.296017646789550781e-03,-2.336263656616210938e-03,-5.090236663818359375e-04,1.327872276306152344e-03,2.384543418884277344e-03,2.641320228576660156e-03,2.933502197265625000e-03,2.274990081787109375e-03,2.437353134155273438e-03,1.382708549499511719e-03,7.946491241455078125e-04,4.543066024780273438e-04,9.380578994750976562e-04,1.200437545776367188e-03,9.297132492065429688e-04,7.296800613403320312e-04,1.024603843688964844e-03,8.463859558105468750e-05,4.237890243530273438e-04,3.179311752319335938e-04,-5.249977111816406250e-04,-1.690745353698730469e-03,-2.081274986267089844e-03,-2.812027931213378906e-03,-3.495693206787109375e-03,-3.044247627258300781e-03,-2.894997596740722656e-03,-1.942515373229980469e-03,-9.546279907226562500e-04,-1.182079315185546875e-03,-1.535415649414062500e-04,9.258985519409179688e-04,7.517337799072265625e-04,1.307368278503417969e-03,1.698851585388183594e-03,2.905964851379394531e-03,3.522753715515136719e-03,3.392696380615234375e-03,3.183960914611816406e-03,3.089189529418945312e-03,2.218604087829589844e-03,2.923727035522460938e-03,1.400947570800781250e-03,6.364583969116210938e-04
-5.004763603210449219e-03,-5.988478660583496094e-03,-6.949424743652343750e-03,-6.944417953491210938e-03,-5.977392196655273438e-03,-4.974126815795898438e-03,-4.356980323791503906e-03,-3.291606903076171875e-03,-2.762913703918457031e-03,-2.587318420410156250e-03,-2.356052398681640625e-03,-1.831173896789550781e-03,-2.119421958923339844e-03,-2.669215202331542969e-03,-3.209948539733886719e-03,-3.702282905578613281e-03,-4.172444343566894531e-03,-3.912091255187988281e-03,-3.400444984436035156e-03,-2.006053924560546875e-03,-5.743503570556640625e-04,1.368522644042968750e-04,-1.283884048461914062e-04,-3.719329833984375000e-04,-1.406192779541015625e-03,-3.263235092163085938e-03,-5.087018013000488281e-03,-6.849765777587890625e-03,-7.720589637756347656e-03,-7.717847824096679688e-03,-6.005048751831054688e-03,-5.101323127746582031e-03,-3.324151039123535156e-03,-1.537680625915527344e-03,-5.373954772949218750e-04,1.299500465393066406e-03,2.356052398681640625e-03,2.612709999084472656e-03,2.732872962951660156e-03,2.246260643005371094e-03,2.408623695373535156e-03,1.176357269287109375e-03,7.655620574951171875e-04,4.251003265380859375e-04,9.088516235351562500e-04,1.141905784606933594e-03,1.074075698852539062e-04,6.705522537231445312e-04,9.950399398803710938e-04,5.495548248291015625e-05,3.643035888671875000e-04,-4.931688308715820312e-04,-1.243352890014648438e-04,-9.438991546630859375e-04,-2.111434936523437500e-03,-2.842187881469726562e-03,-3.526091575622558594e-03,-2.614378929138183594e-03,-2.160549163818359375e-03,-1.973152160644531250e-03,-9.853839874267578125e-04,-4.551410675048828125e-04,-1.844167709350585938e-04,3.585815429687500000e-04,1.471042633056640625e-03,1.108765602111816406e-03,9.218454360961914062e-04,2.131700515747070312e-03,2.749919891357421875e-03,2.621412277221679688e-03,2.415299415588378906e-03,2.272367477416992188e-03,2.186894416809082031e-03,1.429677009582519531e-03,1.368999481201171875e-03,1.330971717834472656e-03
