7.299184799194335938e-03,5.925178527832031250e-03,5.493283271789550781e-03,5.176305770874023438e-03,4.816770553588867188e-03,3.655910491943359375e-03,3.371953964233398438e-03,2.239704132080078125e-03,1.203298568725585938e-03,1.034021377563476562e-03,9.551048278808593750e-04,9.125471115112304688e-04,2.598404884338378906e-03,3.505706787109375000e-03,4.416227340698242188e-03,5.384445190429687500e-03,7.110595703125000000e-03,8.181810379028320312e-03,7.538795471191406250e-03,6.938457489013671875e-03,7.021069526672363281e-03,5.640745162963867188e-03,5.959153175354003906e-03,6.146073341369628906e-03,5.010843276977539062e-03,5.237221717834472656e-03,4.642844200134277344e-03,4.260182380676269531e-03,3.948450088500976562e-03,2.915978431701660156e-03,3.984451293945312500e-03,4.593610763549804688e-03,5.619049072265625000e-03,8.745312690734863281e-03,1.108407974243164062e-02,1.427900791168212891e-02,1.471090316772460938e-02,1.989758014678955078e-02,2.032911777496337891e-02,2.042746543884277344e-02,1.974999904632568359e-02,1.941466331481933594e-02,1.830530166625976562e-02,1.697456836700439453e-02,1.744198799133300781e-02,1.618874073028564453e-02,1.594090461730957031e-02,1.554191112518310547e-02,1.452767848968505859e-02,1.420450210571289062e-02,1.406133174896240234e-02,1.301586627960205078e-02,1.287984848022460938e-02,1.112365722656250000e-02,1.105773448944091797e-02,1.021575927734375000e-02,9.362459182739257812e-03,9.379506111145019531e-03,7.857084274291992188e-03,8.635044097900390625e-03,8.683085441589355469e-03,8.711695671081542969e-03,9.609103202819824219e-03,8.933782577514648438e-03,9.010791778564453125e-03,7.796049118041992188e-03,6.446480751037597656e-03,4.351377487182617188e-03,3.104090690612792969e-03,1.082062721252441406e-03,-2.247095108032226562e-04,-1.929402351379394531e-03,-2.428531646728515625e-03,-1.909494400024414062e-03,-2.333283424377441406e-03,-1.309156417846679688e-03,-1.023769378662109375e-03,-3.505945205688476562e-04,1.046895980834960938e-03,1.424551010131835938e-03,3.225803375244140625e-03,6.076693534851074219e-03
6.289482116699218750e-03,5.872964859008789062e-03,4.392623901367187500e-03,4.174232482910156250e-03,3.870368003845214844e-03,3.549814224243164062e-03,3.318786621093750000e-03,2.186298370361328125e-03,2.031087875366210938e-03,9.801387786865234375e-04,9.009838104248046875e-04,1.667261123657226562e-03,2.563595771789550781e-03,4.315853118896484375e-03,6.084918975830078125e-03,7.046937942504882812e-03,8.011698722839355469e-03,9.831905364990234375e-03,9.182691574096679688e-03,9.298086166381835938e-03,8.655428886413574219e-03,7.268905639648437500e-03,6.565928459167480469e-03,6.089806556701660156e-03,5.787134170532226562e-03,5.180478096008300781e-03,4.585981369018554688e-03,5.294203758239746094e-03,4.715085029602050781e-03,3.679156303405761719e-03,4.746198654174804688e-03,5.712032318115234375e-03,7.996201515197753906e-03,1.030445098876953125e-02,9.897112846374511719e-03,1.582574844360351562e-02,1.746284961700439453e-02,2.063536643981933594e-02,2.186048030853271484e-02,2.116048336029052734e-02,2.082884311676025391e-02,1.935529708862304688e-02,1.903176307678222656e-02,1.769769191741943359e-02,1.738202571868896484e-02,1.612854003906250000e-02,1.665735244750976562e-02,1.548135280609130859e-02,1.446688175201416016e-02,1.414358615875244141e-02,1.400017738342285156e-02,1.295447349548339844e-02,1.205503940582275391e-02,1.106178760528564453e-02,1.099574565887451172e-02,1.011347770690917969e-02,9.684001095592975616e-03,8.564352989196777344e-03,8.543968200683593750e-03,8.571863174438476562e-03,8.619785308837890625e-03,9.392023086547851562e-03,9.545564651489257812e-03,8.870005607604980469e-03,8.209228515625000000e-03,6.997346878051757812e-03,4.916191101074218750e-03,3.555178642272949219e-03,2.309560775756835938e-03,1.016974449157714844e-03,-1.513481140136718750e-03,-1.994967460632324219e-03,-1.771926879882812500e-03,-1.975536346435546875e-03,-1.681566238403320312e-03,-1.375317573547363281e-03,-1.090168952941894531e-03,-4.171133041381835938e-04,9.800195693969726562e-04,2.064824104309082031e-03,4.966020584106445312e-03,5.640604998916387558e-03
5.331516265869140625e-03,3.962993621826171875e-03,3.588914871215820312e-03,3.938674926757812500e-03,3.817439079284667969e-03,3.496766090393066406e-03,3.265500068664550781e-03,3.017306327819824219e-03,1.977443695068359375e-03,1.804828643798828125e-03,1.722216606140136719e-03,2.494692802429199219e-03,3.357291221618652344e-03,5.126118659973144531e-03,6.892085075378417969e-03,7.850646972656250000e-03,1.057219505310058594e-02,1.148223876953125000e-02,1.082646846771240234e-02,1.093888282775878906e-02,9.444832801818847656e-03,7.350325584411621094e-03,6.685853004455566406e-03,5.977153778076171875e-03,5.730509757995605469e-03,5.955100059509277344e-03,4.774928092956542969e-03,5.236983299255371094e-03,4.657745361328125000e-03,4.442453384399414062e-03,5.030274391174316406e-03,6.469011306762695312e-03,8.749961853027343750e-03,1.186382770538330078e-02,1.344275474548339844e-02,1.737284660339355469e-02,1.900351047515869141e-02,2.057683467864990234e-02,2.100658416748046875e-02,2.110159397125244141e-02,2.076983451843261719e-02,1.929593086242675781e-02,1.897227764129638672e-02,1.763796806335449219e-02,1.732218265533447266e-02,1.684665679931640625e-02,1.582026481628417969e-02,1.542079448699951172e-02,1.440620422363281250e-02,1.408255100250244141e-02,1.317131519317626953e-02,1.289308071136474609e-02,1.199352741241455078e-02,1.134557556360960007e-02,1.093375682830810547e-02,1.015353202819824219e-02,9.299993515014648438e-03,9.254455566406250000e-03,8.481025695800781250e-03,8.508801460266113281e-03,8.556604385375976562e-03,8.584976196289062500e-03,8.741617202758789062e-03,8.806347846984863281e-03,7.407903671264648438e-03,6.763696670532226562e-03,4.851818084716796875e-03,3.490567207336425781e-03,1.514673233032226562e-03,9.520053863525390625e-04,-2.899169921875000000e-04,-2.060413360595703125e-03,-1.837491989135742188e-03,-1.322150230407714844e-03,-1.029729843139648438e-03,-4.417896270751953125e-04,-7.928609848022460938e-04,2.281665802001953125e-04,9.132623672485351562e-04,1.997947692871093750e-03,4.899024963378906250e-03,6.009578704833984375e-03
4.373669624328613281e-03,3.910660743713378906e-03,3.536343574523925781e-03,4.068970680236816406e-03,5.357503890991210938e-03,5.225062370300292969e-03,4.099845886230468750e-03,3.848433494567871094e-03,2.805352210998535156e-03,2.629518508911132812e-03,3.419399261474609375e-03,4.185318946838378906e-03,4.170775413513183594e-03,5.936503410339355469e-03,8.603215217590332031e-03,1.123213768005371094e-02,1.222550868988037109e-02,1.313257217407226562e-02,1.247072219848632812e-02,1.173162460327148438e-02,1.023435592651367188e-02,7.999062538146972656e-03,6.629705429077148438e-03,7.596015930175781250e-03,7.339954376220703125e-03,6.729841232299804688e-03,5.546331405639648438e-03,5.742788314819335938e-03,5.424380302429199219e-03,5.450367927551269531e-03,4.972457885742187500e-03,7.225990295410156250e-03,9.503841400146484375e-03,1.261460781097412109e-02,1.499605178833007812e-02,1.811718940734863281e-02,1.974475383758544922e-02,1.972150802612304688e-02,2.015280723571777344e-02,2.025043964385986328e-02,1.957225799560546875e-02,1.844882965087890625e-02,1.812672615051269531e-02,1.757812500000000000e-02,1.726222038269042969e-02,1.678645610809326172e-02,1.635956764221191406e-02,1.536011695861816406e-02,1.420772075653076172e-02,1.402151584625244141e-02,1.311016082763671875e-02,1.206696033477783203e-02,1.193189620971679688e-02,1.099991798400878906e-02,1.087176799774169922e-02,9.233117103576660156e-03,9.237647056579589844e-03,9.191870689392089844e-03,8.418202400207519531e-03,8.445739746093750000e-03,8.493423461914062500e-03,8.521676063537597656e-03,8.677959442138671875e-03,8.003592491149902344e-03,7.344007492065429688e-03,5.963563919067382812e-03,4.787445068359375000e-03,3.257374046370387077e-03,2.179980278015136719e-03,1.585483551025390625e-04,-1.933574676513671875e-04,-1.402139663696289062e-03,-1.180529594421386719e-03,-8.814334869384765625e-04,3.398656845092773438e-04,-7.498264312744140625e-05,-1.461505889892578125e-04,1.616477966308593750e-04,8.465051651000976562e-04,1.931071281433105469e-03,4.127740859985351562e-03,5.942463874816894531e-03
4.321455955505371094e-03,3.858327865600585938e-03,4.182219505310058594e-03,4.728198051452636719e-03,5.446314811706542969e-03,6.062746047973632812e-03,4.934310913085937500e-03,4.679799079895019531e-03,3.633379936218261719e-03,4.332780838012695312e-03,4.240870475769042969e-03,5.003809928894042969e-03,5.852222442626953125e-03,8.473396301269531250e-03,1.026916503906250000e-02,1.289200782775878906e-02,1.302492618560791016e-02,1.393032073974609375e-02,1.326513290405273438e-02,1.213631499558687210e-02,1.186907291412353516e-02,8.919596672058105469e-03,8.251667022705078125e-03,8.568406105041503906e-03,8.116483688354492188e-03,7.504820823669433594e-03,6.317973136901855469e-03,6.512761116027832031e-03,5.367040634155273438e-03,5.392789840698242188e-03,7.627964019775390625e-03,9.916186332702636719e-03,1.106941699981689453e-02,1.255655288696289062e-02,1.493787765502929688e-02,1.725614070892333984e-02,1.888644695281982422e-02,1.806950569152832031e-02,1.850366592407226562e-02,1.860725879669189453e-02,1.872396469116210938e-02,1.838946342468261719e-02,1.728105545043945312e-02,1.673531532287597656e-02,1.698827743530273438e-02,1.672637462615966797e-02,1.569962501525878906e-02,1.529955863952636719e-02,1.511788368225097656e-02,1.396059989929199219e-02,1.304900646209716797e-02,1.277029514312744141e-02,1.187038421630859375e-02,1.093804836273193359e-02,1.005101203918457031e-02,1.002931594848632812e-02,9.175181388854980469e-03,8.376598358154296875e-03,7.605671882629394531e-03,7.630467414855957031e-03,8.430242538452148438e-03,7.714748382568359375e-03,8.614420890808105469e-03,7.939815521240234375e-03,7.280111312866210938e-03,5.899429321289062500e-03,4.722952842712402344e-03,3.425955772399902344e-03,1.384973526000976562e-03,8.220672607421875000e-04,-4.202127456665039062e-04,-7.437467575073242188e-04,-2.262592315673828125e-04,5.078315734863281250e-05,2.562353911343961954e-04,5.751848220825195312e-04,5.007982254028320312e-04,9.500980377197265625e-05,7.796287536621093750e-04,1.156926155090332031e-03,4.060745239257812500e-03,5.875349044799804688e-03
4.217147827148437500e-03,3.805994987487792969e-03,5.028009414672851562e-03,5.570888519287109375e-03,6.287336349487304688e-03,6.900548934936523438e-03,6.603360176086425781e-03,4.626393318176269531e-03,4.365682601928710938e-03,5.157589912414550781e-03,5.062460899353027344e-03,5.822300910949707031e-03,7.540941238403320312e-03,9.282112121582031250e-03,1.107490062713623047e-02,1.369464397430419922e-02,1.467871665954589844e-02,1.558089256286621094e-02,1.490938663482666016e-02,1.350402832031250000e-02,1.195120811462402344e-02,1.054477691650390625e-02,9.996533393859863281e-03,9.348273277282714844e-03,9.546637535095214844e-03,8.279681205749511719e-03,7.089614868164062500e-03,6.455779075622558594e-03,6.133913993835449219e-03,6.154656410217285156e-03,7.570266723632812500e-03,9.858369827270507812e-03,1.101160049438476562e-02,1.249849796295166016e-02,1.487970352172851562e-02,1.478946208953857422e-02,1.602053642272949219e-02,1.519107818603515625e-02,1.605939865112304688e-02,1.568388938903808594e-02,1.499879360198974609e-02,1.596736907958984375e-02,1.564931869506835938e-02,1.589250564575195312e-02,1.614832878112792969e-02,1.588773727416992188e-02,1.623880863189697266e-02,1.523900032043457031e-02,1.505720615386962891e-02,1.389956474304199219e-02,1.298785209655761719e-02,1.270890235900878906e-02,1.180875301361083984e-02,1.087617874145507812e-02,9.230136871337890625e-03,7.633090019226074219e-03,6.033182144165039062e-03,6.808400154113769531e-03,6.793022155761718750e-03,6.819367408752441406e-03,6.876707077026367188e-03,6.907701492309570312e-03,7.810235023498535156e-03,7.136821746826171875e-03,6.478548049926757812e-03,5.099296569824218750e-03,3.192543983459472656e-03,2.629876136779785156e-03,1.320123672485351562e-03,7.570981979370117188e-04,-2.585649490356445312e-04,6.389617919921875000e-04,4.289150238037109375e-04,7.042884826660156250e-04,9.919404983520507812e-04,1.225471496582031250e-03,1.147985458374023438e-03,7.402896881103515625e-04,7.128715515136718750e-04,1.090049743652343750e-03,3.289341926574707031e-03,4.402518272399902344e-03
5.070924758911132812e-03,4.656553268432617188e-03,5.125999450683593750e-03,6.413459777832031250e-03,7.128238677978515625e-03,6.847620010375976562e-03,6.550312042236328125e-03,6.225347518920898438e-03,6.072402000427246094e-03,5.982518196105957031e-03,5.884051322937011719e-03,7.508754730224609375e-03,7.486581802368164062e-03,9.227633476257324219e-03,1.188063621520996094e-02,1.449728012084960938e-02,1.547789573669433594e-02,1.637876033782958984e-02,1.570403575897216797e-02,1.429367065429687500e-02,1.358306407928466797e-02,1.204240322113037109e-02,1.077806949615478516e-02,1.096427440643310547e-02,1.050281524658203125e-02,9.886384010314941406e-03,7.225751876831054688e-03,6.659388542175292969e-03,6.076693534851074219e-03,6.916522979736328125e-03,8.328795433044433594e-03,1.061391830444335938e-02,1.095366477966308594e-02,1.163148880004882812e-02,1.283490657806396484e-02,1.312541961669921875e-02,1.269841194152832031e-02,1.353585720062255859e-02,1.396834850311279297e-02,1.324367523193359375e-02,1.335823535919189453e-02,1.433241367340087891e-02,1.401746273040771484e-02,1.452887058258056641e-02,1.608824729919433594e-02,1.504898071289062500e-02,1.534235477447509766e-02,1.517844200134277344e-02,1.499652862548828125e-02,1.383852958679199219e-02,1.369464397430419922e-02,1.264750957489013672e-02,1.174724102020263672e-02,1.013112068176269531e-02,7.650375366210937500e-03,6.056070327758789062e-03,5.267143249511718750e-03,5.240201950073242188e-03,5.230665206909179688e-03,6.008148193359375000e-03,6.068229675292968750e-03,6.100654602050781250e-03,7.005810737609863281e-03,5.594849586486816406e-03,4.939317703247070312e-03,3.738045692443847656e-03,2.394795417785644531e-03,1.833796501159667969e-03,1.255273818969726562e-03,1.764297485351562500e-04,4.016160964965820312e-04,1.324181794188916683e-03,1.805424690246582031e-03,2.077341079711914062e-03,1.643896102905273438e-03,1.504182815551757812e-03,1.081585884094238281e-03,-3.802776336669921875e-05,3.479719161987304688e-04,1.023054122924804688e-03,1.412272453308105469e-03,3.632664680480957031e-03
5.018830299377441406e-03,6.161093711853027344e-03,5.973458290100097656e-03,8.863210678100585938e-03,8.715271949768066406e-03,8.272647857666015625e-03,7.173776626586914062e-03,6.171941757202148438e-03,6.117582321166992188e-03,5.928754806518554688e-03,5.830168724060058594e-03,7.400393486022949219e-03,7.432222366333007812e-03,9.173035621643066406e-03,1.182603836059570312e-02,1.444268226623535156e-02,1.713204383850097656e-02,1.728558540344238281e-02,1.734852790832519531e-02,1.586318016052246094e-02,1.437115669250488281e-02,1.282882690429687500e-02,1.144027709960937500e-02,1.174426078796386719e-02,1.127970218658447266e-02,9.829759597778320312e-03,7.804274559020996094e-03,6.602287292480468750e-03,6.019353866577148438e-03,6.858944892883300781e-03,9.087800979614257812e-03,1.055610179901123047e-02,1.089572906494140625e-02,1.157331466674804688e-02,1.148152351379394531e-02,1.146125793457031250e-02,1.103711128234863281e-02,1.108217239379882812e-02,1.151907444000244141e-02,1.159703731536865234e-02,1.092672348022460938e-02,1.059472560882568359e-02,1.159918308258056641e-02,1.179718971252441406e-02,1.233279705047607422e-02,1.421010494232177734e-02,1.474142074584960938e-02,1.511788368225097656e-02,1.396429538726806641e-02,1.300811767578125000e-02,1.286554336547851562e-02,1.182115077972412109e-02,1.015889644622802734e-02,9.307503700256347656e-03,6.070494651794433594e-03,4.479050636291503906e-03,3.692865371704101562e-03,3.671884536743164062e-03,4.417896270751953125e-03,4.448533058166503906e-03,5.259633064270019531e-03,4.549741744995117188e-03,5.460858345031738281e-03,4.052519798278808594e-03,3.399968147277832031e-03,2.026319503784179688e-03,2.939105033874511719e-03,1.037359237670898438e-03,4.603862762451171875e-04,8.382797241210937500e-04,1.061797142028808594e-03,2.234935760498046875e-03,3.181576728820800781e-03,2.731204032897949219e-03,2.592325210571289062e-03,1.438021659851074219e-03,1.015186309814453125e-03,6.073713302612304688e-04,2.813339233398437500e-04,9.561777114868164062e-04,1.345276832580566406e-03,3.565430641174316406e-03
5.872845649719238281e-03,6.108760833740234375e-03,9.134292602539062500e-03,8.994102478027343750e-03,9.554624557495117188e-03,9.229898452758789062e-03,7.248163223266601562e-03,7.001876831054687500e-03,6.010651588439941406e-03,5.875110626220703125e-03,5.776286125183105469e-03,6.513476371765136719e-03,7.323384284973144531e-03,9.118556976318359375e-03,1.263189315795898438e-02,1.524531841278076172e-02,1.793158054351806641e-02,1.808202266693115234e-02,1.814341545104980469e-02,1.671862602233886719e-02,1.515936851501464844e-02,1.374006271362304688e-02,1.306259632110595703e-02,1.336050033569335938e-02,1.122319698333740234e-02,9.773254394531250000e-03,6.862044334411621094e-03,6.284713745117187500e-03,6.271004676818847656e-03,5.981922149658203125e-03,9.030103683471679688e-03,1.049828529357910156e-02,1.083779335021972656e-02,1.118648052215576172e-02,1.104557514190673828e-02,1.100540161132812500e-02,1.059973239898681641e-02,9.795665740966796875e-03,9.010672569274902344e-03,8.665680885314941406e-03,9.285688400268554688e-03,8.956670761108398438e-03,9.120941162109375000e-03,1.017093658447265625e-02,1.149106025695800781e-02,1.259267330169677734e-02,1.312696933746337891e-02,1.350915431976318359e-02,1.313257217407226562e-02,1.217758655548095703e-02,1.203632354736328125e-02,1.031303405761718750e-02,9.333729743957519531e-03,7.721900939941406250e-03,5.305528640747070312e-03,2.901792526245117188e-03,2.118587493896484375e-03,2.103447914123535156e-03,2.082586288452148438e-03,3.637075424194335938e-03,2.902746200561523438e-03,3.742456436157226562e-03,3.048777580261230469e-03,3.915548324584960938e-03,1.860499382019042969e-03,1.225829124450683594e-03,6.707906723022460938e-04,2.410411834716796875e-04,3.955364227294921875e-04,1.500368118286132812e-03,2.447724342346191406e-03,3.614783287048339844e-03,3.837347030639648438e-03,3.384947776794433594e-03,2.948045730590820312e-03,2.086758613586425781e-03,9.489059448242187500e-04,9.129426907747983932e-04,-1.295804977416992188e-04,1.282106270082294941e-03,1.278162002563476562e-03,3.498196601867675781e-03
6.726741790771484375e-03,7.859349250793457031e-03,9.978771209716796875e-03,1.054573059082031250e-02,1.039433479309082031e-02,9.176850318908691406e-03,7.141828536987304688e-03,6.129026412963867188e-03,5.957126617431640625e-03,5.821466445922851562e-03,4.758477210998535156e-03,5.605936050415039062e-03,7.269024848937988281e-03,9.063959121704101562e-03,1.252281665802001953e-02,1.519060134887695312e-02,1.877284049987792969e-02,1.887845993041992188e-02,1.893818378448486328e-02,1.823794841766357422e-02,1.594769954681396484e-02,1.536595821380615234e-02,1.468527317047119141e-02,1.330435276031494141e-02,1.033341884613037109e-02,8.884787559509277344e-03,5.147576332092285156e-03,3.746032714843750000e-03,2.608180046081542969e-03,5.104780197143554688e-03,7.339358329772949219e-03,9.626984596252441406e-03,1.077985763549804688e-02,1.031804084777832031e-02,1.017987728118896484e-02,1.014244556427001953e-02,9.738326072692871094e-03,8.937001228332519531e-03,8.154630661010742188e-03,7.811188697814941406e-03,7.953166961669921875e-03,7.318496704101562500e-03,7.792115211486816406e-03,8.011817932128906250e-03,9.867548942565917969e-03,1.097500324249267578e-02,1.073503494262695312e-02,9.731531143188476562e-03,1.152956485748291016e-02,1.057744026184082031e-02,1.043915748596191406e-02,8.718490600585937500e-03,7.745146751403808594e-03,5.311965942382812500e-03,3.722548484802246094e-03,1.324415206909179688e-03,1.300096511840820312e-03,5.018711090087890625e-04,1.268267631530761719e-03,1.292467117309570312e-03,2.092599868774414062e-03,2.191305160522460938e-03,1.500725746154785156e-03,8.249282836914062500e-04,9.677410125732421875e-04,-3.108978271484375000e-04,-1.283884048461914062e-04,1.763105392456054688e-04,3.306865692138671875e-04,2.162456512451171875e-03,3.108143806457519531e-03,4.994392395019531250e-03,3.946148790419101715e-03,4.758596420288085938e-03,3.176808357238769531e-03,2.020597457885742188e-03,1.595973968505859375e-03,5.408525466918945312e-04,1.480579376220703125e-04,8.891820907592773438e-04,1.211166381835937500e-03,3.430962562561035156e-03
