4.034876823425292969e-03,4.421591758728027344e-03,4.302717279642820358e-03,4.284501075744628906e-03,4.700064659118652344e-03,4.457116127014160156e-03,6.059885025024414062e-03,7.188439369201660156e-03,7.682561874389648438e-03,9.367942810058593750e-03,9.235858917236328125e-03,9.358146227896213531e-03,9.629964828491210938e-03,9.540438652038574219e-03,8.790016174316406250e-03,8.491625078022480011e-03,8.036136627197265625e-03,7.325649261474609375e-03,7.306933403015136719e-03,7.761669345200061798e-03,7.979869842529296875e-03,7.405400276184082031e-03,7.974761538207530975e-03,8.139967918395996094e-03,8.335232734680175781e-03,9.067773818969726562e-03,9.614933282136917114e-03,9.958148002624511719e-03,1.140296459197998047e-02,1.237479876726865768e-02,1.317286491394042969e-02,1.338684558868408203e-02,1.361548900604248047e-02,1.321423053741455078e-02,1.347386837005615234e-02,1.310634613037109375e-02,1.286067720502614975e-02,1.183092594146728516e-02,1.092612743377685547e-02,1.065504550933837891e-02,1.070200838148593903e-02,9.532809257507324219e-03,9.292840957641601562e-03,9.402975440025329590e-03,9.050236083567142487e-03,8.889317512512207031e-03,8.725762367248535156e-03,9.182572364807128906e-03,8.427977561950683594e-03,8.893847465515136719e-03,9.421467781066894531e-03,9.318200871348381042e-03,9.854435920715332031e-03,9.786367416381835938e-03,9.727557189762592316e-03,9.750723838806152344e-03,9.966279380023479462e-03,9.737849235534667969e-03,1.039254665374755859e-02,1.063184347003698349e-02,1.109039783477783203e-02,1.118457317352294922e-02,1.185274124145507812e-02,1.195633411407470703e-02,1.210200786590576172e-02,1.572322845458984375e-02,1.704502105712890625e-02,1.262021064758300781e-02,1.200786419212818146e-02,1.223981380462646484e-02,1.110536418855190277e-02,1.042759418487548828e-02,1.127183437347412109e-02
3.993034362792968750e-03,4.379630088806152344e-03,3.425240516662597656e-03,4.242181777954101562e-03,3.985762596130371094e-03,4.414677619934082031e-03,6.684899330139160156e-03,7.145881652832031250e-03,8.304476737976074219e-03,9.325146675109863281e-03,9.853005409240722656e-03,9.734153747558593750e-03,9.586811065673828125e-03,9.497284889221191406e-03,8.746623992919921875e-03,8.709549903869628906e-03,7.992625236511230469e-03,7.293224334716796875e-03,7.910132408142089844e-03,7.948517799377441406e-03,8.064216002821922302e-03,8.003830909729003906e-03,8.064627647399902344e-03,8.735179901123046875e-03,8.927226066589355469e-03,9.658336639404296875e-03,9.811997413635253906e-03,1.040376815944910049e-02,1.072728633880615234e-02,1.153075695037841797e-02,1.250135898590087891e-02,1.271665096282958984e-02,1.357018947601318359e-02,1.316869258880615234e-02,1.342833042144775391e-02,1.306068897247314453e-02,1.275646686553955078e-02,1.232654135674238205e-02,1.210939884185791016e-02,1.122200489044189453e-02,1.096713542938232422e-02,1.009654998779296875e-02,9.879902005195617676e-03,9.677886962890625000e-03,8.923369459807872772e-03,8.842587471008300781e-03,8.678793907165527344e-03,8.532762527465820312e-03,8.380770683288574219e-03,8.522112853825092316e-03,8.775591850280761719e-03,9.295821189880371094e-03,9.211421012878417969e-03,9.144663810729980469e-03,9.735703468322753906e-03,9.702801704406738281e-03,9.711503982543945312e-03,9.950388222932815552e-03,9.757637977600097656e-03,1.040434837341308594e-02,1.104187965393066406e-02,1.171791553497314453e-02,1.180398464202880859e-02,1.296214852482080460e-02,1.263058185577392578e-02,1.625049114227294922e-02,1.239693164825439453e-02,1.257097721099853516e-02,1.264495030045509338e-02,1.115902699530124664e-02,9.598255157470703125e-03,1.103155221790075302e-02,1.122200489044189453e-02
3.951191902160644531e-03,4.337668418884277344e-03,3.383278846740722656e-03,4.122777376323938370e-03,4.615426063537597656e-03,5.279271397739648819e-03,4.854917526245117188e-03,6.642341613769531250e-03,8.261799812316894531e-03,8.766055107116699219e-03,9.810090065002441406e-03,9.691119194030761719e-03,9.448806755244731903e-03,9.454011917114257812e-03,8.921782486140727997e-03,8.013486862182617188e-03,8.600592613220214844e-03,7.899641990661621094e-03,8.175578899681568146e-03,8.550167083740234375e-03,8.579850196838378906e-03,8.602380752563476562e-03,8.661389350891113281e-03,8.617562241852283478e-03,8.801698684692382812e-03,8.882641792297363281e-03,9.133458137512207031e-03,9.913325309753417969e-03,1.068246364593505859e-02,1.148569583892822266e-02,1.230108737945556641e-02,1.329648494720458984e-02,1.290142536163330078e-02,1.342083700001239777e-02,1.338279247283935547e-02,1.330215018242597580e-02,1.271069049835205078e-02,1.240110397338867188e-02,1.197439152747392654e-02,1.178908348083496094e-02,1.092088222503662109e-02,1.005017757415771484e-02,9.837430901825428009e-03,9.174115955829620361e-03,9.631276130676269531e-03,8.385658264160156250e-03,8.027672767639160156e-03,7.882952690124511719e-03,7.856090553104877472e-03,8.246421813964843750e-03,8.728265762329101562e-03,8.651375770568847656e-03,8.568167686462402344e-03,8.823893964290618896e-03,9.095311164855957031e-03,9.063601493835449219e-03,9.663462638854980469e-03,9.689569473266601562e-03,9.709239006042480469e-03,1.035594940185546875e-02,1.099336147308349609e-02,1.166939735412597656e-02,1.281525567173957825e-02,1.248669624328613281e-02,1.451731473207473755e-02,1.331973075866699219e-02,1.637208461761474609e-02,1.359021663665771484e-02,1.080119609832763672e-02,1.276254653930664062e-02,1.011908054351806641e-02,1.094686985015869141e-02,1.085140835493803024e-02
3.909230232238769531e-03,3.617882728576660156e-03,4.017472267150878906e-03,3.754138946533203125e-03,4.573106765747070312e-03,5.042672157287597656e-03,6.150484085083007812e-03,7.103204727172851562e-03,7.997088134288787842e-03,9.386539459228515625e-03,9.901165962219238281e-03,1.030683517456054688e-02,9.543657302856445312e-03,9.410738945007324219e-03,8.703351020812988281e-03,8.622765541076660156e-03,8.557081222534179688e-03,8.491277694702148438e-03,8.513331413269042969e-03,8.506178855895996094e-03,8.535742759704589844e-03,8.558154106140136719e-03,7.976174354553222656e-03,8.051276206970214844e-03,8.757233619689941406e-03,8.978486061096191406e-03,9.722590446472167969e-03,1.050078868865966797e-02,1.126825809478759766e-02,1.144075393676757812e-02,1.162791252136230469e-02,1.245629787445068359e-02,1.347947120666503906e-02,1.374542713165283203e-02,1.362483296543359756e-02,1.363408565521240234e-02,1.328241825103759766e-02,1.235520839691162109e-02,1.267790794372558594e-02,1.174294948577880859e-02,1.087462902069091797e-02,1.012816280126571655e-02,1.000368595123291016e-02,9.808421134948730469e-03,8.977293968200683594e-03,8.189797401428222656e-03,7.638386450707912445e-03,7.232785224914550781e-03,7.732391357421875000e-03,7.599353790283203125e-03,7.483839988708496094e-03,8.006811141967773438e-03,7.925152778625488281e-03,8.502840995788574219e-03,8.455157279968261719e-03,9.015679359436035156e-03,9.025573730468750000e-03,9.641408920288085938e-03,1.024770736694335938e-02,1.089298725128173828e-02,1.150482613593339920e-02,1.162075996398925781e-02,1.649320125579833984e-02,1.433460693806409836e-02,1.662683486938476562e-02,1.588217355310916901e-02,1.531204581260681152e-02,1.380806323140859604e-02,1.222681999206542969e-02,1.042485237121582031e-02,1.063978672027587891e-02,1.089715957641601562e-02,1.117205619812011719e-02
3.513693809509277344e-03,3.575801849365234375e-03,3.298997879028320312e-03,3.711938858032226562e-03,4.115462303161621094e-03,5.000233650207519531e-03,6.108045578002929688e-03,7.726788520812988281e-03,8.883833885192871094e-03,9.343743324279785156e-03,9.858250617980957031e-03,9.605050086975097656e-03,9.500622749328613281e-03,9.318346157670021057e-03,9.314179420471191406e-03,8.579373359680175781e-03,8.513569831848144531e-03,8.505821228027343750e-03,8.469462394714355469e-03,8.462309837341308594e-03,8.491754531860351562e-03,8.514046669006347656e-03,8.572936058044433594e-03,8.646488189697265625e-03,9.350895881652832031e-03,9.569048881530761719e-03,1.031160354614257812e-02,1.108825206756591797e-02,1.185429096221923828e-02,1.202511787414550781e-02,1.283872127532958984e-02,1.325118541717529297e-02,1.377180498093366623e-02,1.432192325592041016e-02,1.395773887634277344e-02,1.420748233795166016e-02,1.385426521301269531e-02,1.354157924652099609e-02,1.263189315795898438e-02,1.259055361151695251e-02,1.135910302400588989e-02,8.993148803710937500e-03,8.426822721958160400e-03,8.544325828552246094e-03,7.716059684753417969e-03,7.537245750427246094e-03,7.376194000244140625e-03,5.377173423767089844e-03,6.482243537902832031e-03,6.352186203002929688e-03,5.641102790832519531e-03,6.765246391296386719e-03,7.045297417789697647e-03,7.861018180847167969e-03,7.814526557922363281e-03,8.624601177871227264e-03,8.977532386779785156e-03,9.593129158020019531e-03,1.007599942386150360e-02,1.084458827972412109e-02,1.094484329223632812e-02,1.261758152395486832e-02,1.702368259429931641e-02,1.773369312286376953e-02,1.845836639404296875e-02,1.919782161712646484e-02,1.607068069279193878e-02,1.533949375152587891e-02,1.552343368530273438e-02,1.132688485085964203e-02,8.878588676452636719e-03,9.709358215332031250e-03,9.965218603610992432e-03
3.471970558166503906e-03,3.146171569824218750e-03,3.256916999816894531e-03,2.994775772094726562e-03,3.816366195678710938e-03,4.957795143127441406e-03,5.396604537963867188e-03,7.017970085144042969e-03,8.176445960998535156e-03,8.533000946044921875e-03,9.681344032287597656e-03,9.562134742736816406e-03,9.457468986511230469e-03,9.367585182189941406e-03,9.270787239074707031e-03,9.188771247863769531e-03,8.616909384727478027e-03,8.462190628051757812e-03,8.447527885437011719e-03,8.418321609497070312e-03,8.447647094726562500e-03,8.469939231872558594e-03,8.528590202331542969e-03,8.602142333984375000e-03,9.306550025939941406e-03,1.015973091125488281e-02,1.090061664581298828e-02,1.167583465576171875e-02,1.207316480576992035e-02,1.260960102081298828e-02,1.361894607543945312e-02,1.445567607879638672e-02,1.468122005462646484e-02,1.489841938018798828e-02,1.453268527984619141e-02,1.416182518005371094e-02,1.419159490615129471e-02,1.472795009613037109e-02,1.442980766296386719e-02,1.414942741394042969e-02,1.137015409767627716e-02,8.334875106811523438e-03,8.736729621887207031e-03,7.889032363891601562e-03,6.454586982727050781e-03,6.278872489929199219e-03,5.516052246093750000e-03,5.368266720324754715e-03,5.232214927673339844e-03,4.504919052124023438e-03,5.520213395357131958e-03,5.523681640625000000e-03,6.686329841613769531e-03,7.219195365905761719e-03,7.173895835876464844e-03,8.376717567443847656e-03,8.685055188834667206e-03,9.544968605041503906e-03,1.019942760467529297e-02,1.049961522221565247e-02,1.147997379302978516e-02,1.157224178314208984e-02,1.165783405303955078e-02,1.234018802642822266e-02,1.546733547002077103e-02,1.914870738983154297e-02,1.546349655836820602e-02,1.471698284149169922e-02,1.226614974439144135e-02,9.182095527648925781e-03,1.047330722212791443e-02,9.105756878852844238e-03,8.521437644958496094e-03
2.068400382995605469e-03,2.424836158752441406e-03,2.538442611694335938e-03,2.952575683593750000e-03,2.683997154235839844e-03,4.244923591613769531e-03,5.354166030883789062e-03,6.975412368774414062e-03,8.133769035339355469e-03,8.637785911560058594e-03,8.449196815490722656e-03,9.519100189208984375e-03,9.414315223693847656e-03,9.324312210083007812e-03,9.227514266967773438e-03,9.145259857177734375e-03,8.469939231872558594e-03,8.418560028076171875e-03,8.403778076171875000e-03,7.728695869445800781e-03,7.759571075439453125e-03,7.864735089242458344e-03,7.843375205993652344e-03,8.557796478271484375e-03,9.358519688248634338e-03,1.075041294097900391e-02,1.077957730740308762e-02,1.226341724395751953e-02,1.244032382965087891e-02,1.331155654042959213e-02,1.420009136199951172e-02,1.441049575805664062e-02,1.463592052459716797e-02,1.485300064086914062e-02,1.510775089263916016e-02,1.535439491271972656e-02,1.504361629486083984e-02,1.468205451965332031e-02,1.438391208648681641e-02,1.471650600433349609e-02,1.099009905010461807e-02,9.615729562938213348e-03,8.080005645751953125e-03,6.016016006469726562e-03,5.193114280700683594e-03,5.020022392272949219e-03,4.260420799255371094e-03,4.300646018236875534e-03,4.124283790588378906e-03,3.380656242370605469e-03,3.257513046264648438e-03,4.396557807922363281e-03,5.447626113891601562e-03,5.983233451843261719e-03,6.592208053916692734e-03,7.737517356872558594e-03,8.929371833801269531e-03,9.037588723003864288e-03,1.015114784240722656e-02,1.079618930816650391e-02,1.084780693054199219e-02,1.094138622283935547e-02,1.160907745361328125e-02,1.396182179450988770e-02,1.710712909698486328e-02,1.605474948883056641e-02,1.679980754852294922e-02,1.342284679412841797e-02,1.294720172882080078e-02,1.142341364175081253e-02,8.828997611999511719e-03,8.845950476825237274e-03,7.800197694450616837e-03
1.345634460449218750e-03,1.024007797241210938e-03,1.819849014282226562e-03,2.235412597656250000e-03,2.641677856445312500e-03,4.202485084533691406e-03,4.642367362976074219e-03,5.804538726806640625e-03,7.426381111145019531e-03,8.595108985900878906e-03,8.293601684272289276e-03,9.476065635681152344e-03,9.371161460876464844e-03,9.281039237976074219e-03,9.184241294860839844e-03,8.448958396911621094e-03,8.426427841186523438e-03,7.724881172180175781e-03,7.711529731750488281e-03,7.690787315368652344e-03,7.071375846862792969e-03,7.782936096191406250e-03,7.799148559570312500e-03,8.513450622558593750e-03,9.262084960937500000e-03,1.070582866668701172e-02,1.148986816406250000e-02,1.196204498410224915e-02,1.302635669708251953e-02,1.319408416748046875e-02,1.478147506713867188e-02,1.499044895172119141e-02,1.521396636962890625e-02,1.605188846588134766e-02,1.568281650543212891e-02,1.511014159768819809e-02,1.499795913696289062e-02,1.446262374520301819e-02,1.495265960693359375e-02,1.528394222259521484e-02,1.083219051361083984e-02,7.065176963806152344e-03,6.812930107116699219e-03,6.071143783628940582e-03,3.534078598022460938e-03,3.324270248413085938e-03,3.155589103698730469e-03,3.004431724548339844e-03,2.871155738830566406e-03,2.731919288635253906e-03,3.587040118873119354e-03,3.750443458557128906e-03,4.281878471374511719e-03,4.804253578186035156e-03,6.533503532409667969e-03,7.098317146301269531e-03,8.291840553283691406e-03,8.908390998840332031e-03,9.516119956970214844e-03,1.016223430633544922e-02,1.021540164947509766e-02,1.089274883270263672e-02,1.217426080256700516e-02,1.460897922515869141e-02,1.532459259033203125e-02,1.385767012834548950e-02,1.330089569091796875e-02,1.306083239614963531e-02,7.736086845397949219e-03,9.132504463195800781e-03,9.373188018798828125e-03,8.208632469177246094e-03,8.471608161926269531e-03
6.228685379028320312e-04,3.025531768798828125e-04,1.101255416870117188e-03,1.518130302429199219e-03,1.925826072692871094e-03,3.489375114440917969e-03,3.930687904357910156e-03,4.426598548889160156e-03,6.054282188415527344e-03,7.225871086120605469e-03,8.406281471252441406e-03,8.231878280639648438e-03,8.774161338806152344e-03,8.581995964050292969e-03,7.831931114196777344e-03,8.094787597656250000e-03,7.731199264526367188e-03,7.681250572204589844e-03,7.019162178039550781e-03,6.352782249450683594e-03,3.121495246887207031e-03,7.096171379089355469e-03,7.394512649625539780e-03,8.469104766845703125e-03,8.579611778259277344e-03,9.296894073486328125e-03,1.144516468048095703e-02,1.221859455108642578e-02,1.298153400421142578e-02,1.377856731414794922e-02,1.458740234375000000e-02,1.557028293609619141e-02,1.579225063323974609e-02,1.572987996041774750e-02,1.625788211822509766e-02,1.592791080474853516e-02,1.556992530822753906e-02,1.525235176086425781e-02,1.313142385333776474e-02,1.121842861175537109e-02,1.033174991607666016e-02,1.007747650146484375e-02,9.207606315612792969e-03,5.839685443788766861e-03,2.269625663757324219e-03,3.572314977645874023e-03,3.108501434326171875e-03,2.957224845886230469e-03,2.823829650878906250e-03,2.082943916320800781e-03,2.610087394714355469e-03,3.104329109191894531e-03,3.637313842773437500e-03,4.160881042480468750e-03,5.502257961779832840e-03,5.892872810363769531e-03,7.653951644897460938e-03,8.272171020507812500e-03,8.977344259619712830e-03,9.528756141662597656e-03,1.006384287029504776e-02,1.026165485382080078e-02,1.097953319549560547e-02,1.282203197479248047e-02,1.296401023864746094e-02,1.312351226806640625e-02,1.230065710842609406e-02,1.232802215963602066e-02,1.125454064458608627e-02,1.308739185333251953e-02,8.415718562901020050e-03,3.594160079956054688e-03,6.349394563585519791e-03
-9.989738464355468750e-05,6.925333873368799686e-04,-2.396106719970703125e-05,1.059055328369140625e-03,1.209855079650878906e-03,2.345204353332519531e-03,3.219127655029296875e-03,3.716349601745605469e-03,4.182577133178710938e-03,6.519794464111328125e-03,7.701635360717773438e-03,7.504165172576904297e-03,8.627653121948242188e-03,7.882952690124511719e-03,8.443236351013183594e-03,7.752656936645507812e-03,6.384849548339843750e-03,7.637619972229003906e-03,2.435445785522460938e-03,2.426266670227050781e-03,4.836124368011951447e-03,7.052063941955566406e-03,7.754921913146972656e-03,8.014109916985034943e-03,8.535146713256835938e-03,1.066124439239501953e-02,1.140058040618896484e-02,1.217389106750488281e-02,1.356756687164306641e-02,1.373362541198730469e-02,1.536309719085693359e-02,1.508452743291854858e-02,1.637065410614013672e-02,1.662838459014892578e-02,1.554055046290159225e-02,1.588237285614013672e-02,1.440285984426736832e-02,1.243579387664794922e-02,1.212561130523681641e-02,1.160595845431089401e-02,9.672403335571289062e-03,8.195757865905761719e-03,6.635141558945178986e-03,3.057837486267089844e-03,3.927602432668209076e-03,3.277420997619628906e-03,2.556115388870239258e-03,1.701474189758300781e-03,2.173781394958496094e-03,2.316403435543179512e-03,2.562642097473144531e-03,2.458214759826660156e-03,2.992510795593261719e-03,3.517508506774902344e-03,4.699468612670898438e-03,5.252242088317871094e-03,6.807440426200628281e-03,7.015943527221679688e-03,7.635712623596191406e-03,9.480357170104980469e-03,1.016700267791748047e-02,9.881610050797462463e-03,1.063755154609680176e-02,1.034986972808837891e-02,1.045536994934082031e-02,1.175916194915771484e-02,1.192164421081542969e-02,1.210176944732666016e-02,1.284849643707275391e-02,1.303780078887939453e-02,9.567244909703731537e-03,7.988410070538520813e-03,1.832365989685058594e-03
