9.303092956542968750e-04,-1.517534255981445312e-04,-1.216053962707519531e-03,-1.576304435729980469e-03,-2.646207809448242188e-03,-2.607703208923339844e-03,-2.228379249572753906e-03,-1.836895942687988281e-03,-3.426074981689453125e-04,6.925437483005225658e-04,1.846432685852050781e-03,3.400206565856933594e-03,4.488748032599687576e-03,5.485415458679199219e-03,5.987286567687988281e-03,5.838036537170410156e-03,6.365060806274414062e-03,6.243705749511718750e-03,6.661534309387207031e-03,7.259249687194824219e-03,7.173418998718261719e-03,7.775783538818359375e-03,7.738471031188964844e-03,8.335709571838378906e-03,8.967399597167968750e-03,8.340716361999511719e-03,8.375763893127441406e-03,9.047031402587890625e-03,7.849097251892089844e-03,7.908940315246582031e-03,7.983207702636718750e-03,8.093476295471191406e-03,7.294224575161933899e-03,7.248401641845703125e-03,7.399201393127441406e-03,7.586002349853515625e-03,7.787585258483886719e-03,7.885336875915527344e-03,8.192181587219238281e-03,7.814645767211914062e-03,8.698463439941406250e-03,8.952140808105468750e-03,8.623480796813964844e-03,9.568572044372558594e-03,9.250640869140625000e-03,9.586453437805175781e-03,9.302020072937011719e-03,9.057402610778808594e-03,8.808493614196777344e-03,8.012533187866210938e-03,6.564021110534667969e-03,6.394505500793457031e-03,5.785119719803333282e-03,4.903316497802734375e-03,5.368471145629882812e-03,5.675816442817449570e-03,6.147753447294235229e-03,6.919980049133300781e-03,8.061885833740234375e-03,8.599162101745605469e-03,9.766101837158203125e-03,1.092207431793212891e-02,1.213538646697998047e-02,1.299619674682617188e-02,1.634013652801513672e-02,1.638650894165039062e-02,1.553667802363634109e-02,1.657819747924804688e-02,1.783561706542968750e-02,1.700294762849807739e-02,1.724359393119812012e-02,1.582336425781250000e-02,1.715099811553955078e-02,1.846730709075927734e-02,1.992174424231052399e-02
8.913278579711914062e-04,-8.803606033325195312e-04,-1.255393028259277344e-03,-2.302169799804687500e-03,-2.233380917459726334e-03,-3.015041351318359375e-03,-2.948641777038574219e-03,-2.555966377258300781e-03,-3.825426101684570312e-04,7.175207138061523438e-04,2.903938293457031250e-03,3.360033035278320312e-03,4.516959190368652344e-03,4.307746887207031250e-03,5.282282829284667969e-03,5.797505378723144531e-03,6.324410438537597656e-03,6.202936172485351562e-03,6.620645523071289062e-03,6.562590599060058594e-03,7.132411003112792969e-03,7.734656333923339844e-03,8.953452110290527344e-03,8.942723274230957031e-03,8.638793602585792542e-03,9.589910507202148438e-03,8.977890014648437500e-03,8.539346978068351746e-03,8.448123931884765625e-03,8.506178855895996094e-03,7.824602536857128143e-03,8.051276206970214844e-03,7.562160491943359375e-03,7.681965827941894531e-03,7.356524467468261719e-03,6.914138793945312500e-03,7.744789123535156250e-03,7.334828376770019531e-03,7.973012514412403107e-03,8.395075798034667969e-03,8.655309677124023438e-03,8.896452374756336212e-03,9.145530872046947479e-03,8.907914161682128906e-03,9.207129478454589844e-03,9.542703628540039062e-03,9.258270263671875000e-03,9.013533592224121094e-03,8.613605052232742310e-03,7.968425750732421875e-03,7.291227579116821289e-03,6.477367132902145386e-03,6.220340728759765625e-03,5.461096763610839844e-03,5.925059318542480469e-03,5.848407745361328125e-03,6.365418434143066406e-03,6.874918937683105469e-03,8.016824722290039062e-03,8.553981781005859375e-03,9.128451347351074219e-03,1.043217536062002182e-02,1.150047779083251953e-02,1.270449161529541016e-02,1.331067085266113281e-02,1.336967945098876953e-02,1.703274250030517578e-02,1.554675213992595673e-02,1.479065418243408203e-02,1.720964908599853516e-02,1.808142662048339844e-02,2.457487583160400391e-02,1.902923919260501862e-02,1.979529857635498047e-02,2.052750997245311737e-02
1.543521881103515625e-03,-2.301931381225585938e-04,-1.294612884521484375e-03,-1.654982566833496094e-03,-2.685666084289550781e-03,-3.738284111022949219e-03,-3.669142723083496094e-03,-2.595782279968261719e-03,-2.191185951232910156e-03,2.741813659667968750e-06,1.092910766601562500e-03,3.319859504699707031e-03,3.807902336120605469e-03,4.934906959533691406e-03,5.906343460083007812e-03,5.756974220275878906e-03,5.622148513793945312e-03,6.162285804748535156e-03,6.055712699890136719e-03,7.177233695983886719e-03,7.745504379272460938e-03,8.346199989318847656e-03,8.307218551635742188e-03,8.912205696105957031e-03,9.572625160217285156e-03,8.902907371520996094e-03,8.936285972595214844e-03,9.005308151245117188e-03,8.406281471252441406e-03,8.464217185974121094e-03,8.579134941101074219e-03,8.009076118469238281e-03,7.519841194152832031e-03,7.639646530151367188e-03,7.163405418395996094e-03,6.871342658996582031e-03,7.074236869812011719e-03,7.291913032531738281e-03,8.149147033691406250e-03,8.248090744018554688e-03,8.612275123596191406e-03,8.908867835998535156e-03,9.198784828186035156e-03,9.481787681579589844e-03,9.779453277587890625e-03,9.499073028564453125e-03,9.504330344498157501e-03,9.581208229064941406e-03,8.764505386352539062e-03,7.924318313598632812e-03,7.126927375793457031e-03,6.955742835998535156e-03,6.780028343200683594e-03,5.416512489318847656e-03,5.816443357616662979e-03,5.803585052490234375e-03,6.320476531982421875e-03,6.829857826232910156e-03,7.376313209533691406e-03,7.914900779724121094e-03,9.083271026611328125e-03,1.028597354888916016e-02,1.086580753326416016e-02,1.207101345062255859e-02,1.267862319946289062e-02,1.332390308380126953e-02,1.423903554677963257e-02,1.524078845977783203e-02,1.532530784606933594e-02,1.732599735260009766e-02,1.793555729091167450e-02,1.935684680938720703e-02,1.956713199615478516e-02,2.032029628753662109e-02,2.108848094940185547e-02
8.132457733154296875e-04,-2.692937850952148438e-04,-1.333832740783691406e-03,-2.380967140197753906e-03,-3.410339355468750000e-03,-2.962112426757812500e-03,-3.708839416503906250e-03,-2.635598182678222656e-03,-2.231121063232421875e-03,-3.731250762939453125e-05,1.052856445312500000e-03,3.279685974121093750e-03,3.767609596252441406e-03,4.894614219665527344e-03,5.865931510925292969e-03,6.379246711730957031e-03,6.243109703063964844e-03,6.781697273254394531e-03,7.237076759338378906e-03,7.792115211486816406e-03,8.358716964721679688e-03,8.957743644714355469e-03,8.917331695556640625e-03,8.859992027282714844e-03,8.884429931640625000e-03,8.874703198671340942e-03,8.894562721252441406e-03,8.963584899902343750e-03,8.364439010620117188e-03,7.782936096191406250e-03,7.899045944213867188e-03,7.644355297088623047e-03,7.477641105651855469e-03,6.963610649108886719e-03,7.120966911315917969e-03,6.640791893005371094e-03,7.031559944152832031e-03,7.248997688293457031e-03,8.106231689453125000e-03,8.351922035217285156e-03,8.775559253990650177e-03,8.865594863891601562e-03,9.155511856079101562e-03,9.438276290893554688e-03,9.727346710860729218e-03,1.068437099456787109e-02,9.827733039855957031e-03,9.449350647628307343e-03,9.330391883850097656e-03,8.488774299621582031e-03,7.689833641052246094e-03,6.911396980285644531e-03,5.527138710021972656e-03,5.816257558763027191e-03,5.880236625671386719e-03,5.758762359619140625e-03,6.275534629821777344e-03,6.188035011291503906e-03,6.735801696777343750e-03,8.019593544304370880e-03,8.731915615499019623e-03,9.649634361267089844e-03,1.082038879394531250e-02,1.143753528594970703e-02,1.229716558009386063e-02,9.768247604370117188e-03,1.396095752716064453e-02,1.461279392242431641e-02,1.505582872778177261e-02,1.600658893585205078e-02,1.727974414825439453e-02,1.803505420684814453e-02,2.009391784667968750e-02,2.084577083587646484e-02,2.098719775676727295e-02
1.788123045116662979e-03,-3.083944320678710938e-04,-1.373171806335449219e-03,-2.420306205749511719e-03,-2.764582633972167969e-03,-3.777861595153808594e-03,-3.748536109924316406e-03,-2.675414085388183594e-03,-2.270936965942382812e-03,-7.724761962890625000e-05,3.395080566406250000e-04,2.151846885681152344e-03,4.396319389343261719e-03,4.854321479797363281e-03,6.030321121215820312e-03,7.002115249633789062e-03,7.525563240051269531e-03,7.401108741760253906e-03,7.853388786315917969e-03,8.406877517700195312e-03,8.337584324181079865e-03,8.916616439819335938e-03,8.876204490661621094e-03,8.870959281921386719e-03,8.842945098876953125e-03,8.861422538757324219e-03,8.624369278550148010e-03,8.921742439270019531e-03,8.322596549987792969e-03,8.013102225959300995e-03,7.856965065002441406e-03,7.330417633056640625e-03,7.435321807861328125e-03,6.921291351318359375e-03,7.078409194946289062e-03,7.205287460237741470e-03,6.988763809204101562e-03,7.206082344055175781e-03,8.063197135925292969e-03,8.308887481689453125e-03,8.569121360778808594e-03,8.822321891784667969e-03,9.731054306030273438e-03,1.001250743865966797e-02,1.035189628601074219e-02,1.021434646099805832e-02,1.039695739746093750e-02,9.537339210510253906e-03,9.896516799926757812e-03,9.053349494934082031e-03,8.252620697021484375e-03,7.472753524780273438e-03,4.878640174865722656e-03,5.371928215026855469e-03,5.234241485595703125e-03,5.713939666748046875e-03,5.632519721984863281e-03,6.336569786071777344e-03,6.690621376037597656e-03,7.869839668273925781e-03,8.445501327514648438e-03,9.604334831237792969e-03,1.022017654031515121e-02,1.080405712127685547e-02,1.204645633697509766e-02,1.247598603367805481e-02,1.274800300598144531e-02,1.340270042419433594e-02,1.527929306030273438e-02,1.596045494079589844e-02,1.737026497721672058e-02,1.931059360504150391e-02,2.004754543304443359e-02,2.044480107724666595e-02,2.198623865842819214e-02
2.547621726989746094e-03,3.422498703002929688e-04,-1.412391662597656250e-03,-2.459645271301269531e-03,-3.489255905151367188e-03,-3.817439079284667969e-03,-3.247261047363281250e-03,-3.394484519958496094e-03,-2.310872077941894531e-03,-7.923841476440429688e-04,2.993345260620117188e-04,3.239512443542480469e-03,4.356026649475097656e-03,5.481362342834472656e-03,6.489992141723632812e-03,6.900348234921693802e-03,8.146882057189941406e-03,8.020520210266113281e-03,8.567810058593750000e-03,8.365988731384277344e-03,8.972048759460449219e-03,8.759339340031147003e-03,8.834958076477050781e-03,8.829593658447265625e-03,8.818626403808593750e-03,8.819818496704101562e-03,8.852958679199218750e-03,8.880019187927246094e-03,8.280634880065917969e-03,7.740974426269531250e-03,7.176876068115234375e-03,7.288336753845214844e-03,7.393002510070800781e-03,7.200503256171941757e-03,7.035970687866210938e-03,6.598114967346191406e-03,7.698035333305597305e-03,7.789731025695800781e-03,8.020281791687011719e-03,8.889079093933105469e-03,9.147644042968750000e-03,1.001989841461181641e-02,1.030671596527099609e-02,1.025297027081251144e-02,1.030838489532470703e-02,1.002633571624755859e-02,1.096618175506591797e-02,1.010501384735107422e-02,1.046288013458251953e-02,6.855416111648082733e-03,7.601380348205566406e-03,5.581344943493604660e-03,3.794312477111816406e-03,5.327343940734863281e-03,5.189538002014160156e-03,5.373734049499034882e-03,5.730080418288707733e-03,4.989266395568847656e-03,5.546212196350097656e-03,7.230639457702636719e-03,8.400201797485351562e-03,8.967995643615722656e-03,1.018559932708740234e-02,1.076225005090236664e-02,1.141464710235595703e-02,1.264739036560058594e-02,1.211857795715332031e-02,1.388959866017103195e-02,1.407194137573242188e-02,1.533496379852294922e-02,1.781141757965087891e-02,1.851880550384521484e-02,1.926422119140625000e-02,1.942789554595947266e-02,2.022731304168701172e-02
2.508759498596191406e-03,8.615425758762285113e-05,-1.076221466064453125e-03,-3.185749053955078125e-03,-3.528714179992675781e-03,-3.857135772705078125e-03,-4.170417785644531250e-03,-3.434300422668457031e-03,-2.350687980651855469e-03,-8.323192596435546875e-04,2.592802047729492188e-04,3.199338912963867188e-03,4.315853118896484375e-03,4.909807816147804260e-03,7.114171981811523438e-03,7.624506950378417969e-03,7.800257299095392227e-03,8.640050888061523438e-03,9.086251258850097656e-03,8.621435612440109253e-03,8.931040763854980469e-03,8.875489234924316406e-03,8.706943131983280182e-03,8.788347244262695312e-03,8.777260780334472656e-03,8.132815361022949219e-03,8.167386054992675781e-03,7.553219795227050781e-03,7.597684860229492188e-03,7.699012756347656250e-03,7.134795188903808594e-03,7.246136665344238281e-03,6.715655326843261719e-03,6.878852844238281250e-03,7.561225444078445435e-03,7.186293601989746094e-03,7.573723793029785156e-03,8.441765792667865753e-03,9.227037429809570312e-03,9.469389915466308594e-03,9.726643562316894531e-03,1.004769653081893921e-02,1.026344299316406250e-02,1.058638095855712891e-02,1.088082790374755859e-02,1.121175289154052734e-02,1.092243194580078125e-02,8.176611736416816711e-03,3.334164619445800781e-03,3.097653388977050781e-03,4.860476590692996979e-03,8.784532546997070312e-04,4.961371421813964844e-03,5.282640457153320312e-03,4.981084726750850677e-03,5.144715309143066406e-03,5.069375038146972656e-03,6.097912788391113281e-03,6.645560264587402344e-03,7.185578346252441406e-03,8.354902267456054688e-03,8.873099461197853088e-03,9.550452232360839844e-03,1.075851917266845703e-02,1.136887073516845703e-02,1.201665401458740234e-02,1.148939132690429688e-02,1.335680484771728516e-02,1.402580738067626953e-02,1.572865806519985199e-02,1.718747615814208984e-02,1.847255229949951172e-02,1.921784877777099609e-02,2.023669332265853882e-02,2.018070220947265625e-02
1.777291297912597656e-03,6.960630416870117188e-04,-2.179265022277832031e-03,-3.225088119506835938e-03,-3.568291664123535156e-03,-3.896713256835937500e-03,-4.210114479064941406e-03,-3.474116325378417969e-03,-3.068685531616210938e-03,-1.974940299987792969e-03,-8.723735809326171875e-04,1.359581947326660156e-03,4.275560379028320312e-03,5.441069602966308594e-03,7.073760032653808594e-03,7.583975791931152344e-03,8.106350898742675781e-03,8.346665650606155396e-03,9.145140647888183594e-03,8.980751037597656250e-03,8.890032768249511719e-03,8.834481239318847656e-03,8.793711662292480469e-03,8.747100830078125000e-03,8.735895156860351562e-03,7.424592971801757812e-03,7.481575012207031250e-03,7.511496543884277344e-03,7.561350706964731216e-03,7.657051086425781250e-03,7.730841636657714844e-03,7.203936576843261719e-03,7.754694204777479172e-03,6.836533546447753906e-03,7.625460624694824219e-03,8.405089378356933594e-03,8.158683776855468750e-03,8.373141288757324219e-03,9.312851354479789734e-03,1.004970073699951172e-02,1.030528545379638672e-02,1.059710979461669922e-02,1.098696980625391006e-02,1.116037368774414062e-02,1.145339012145996094e-02,1.116812229156494141e-02,9.183168411254882812e-03,7.513979915529489517e-03,3.290057182312011719e-03,3.053545951843261719e-03,2.878785133361816406e-03,3.550040069967508316e-03,5.393624305725097656e-03,3.991043660789728165e-03,5.237936973571777344e-03,5.306005477905273438e-03,5.024552345275878906e-03,5.542635917663574219e-03,6.600499153137207031e-03,7.140278816223144531e-03,7.717251777648925781e-03,8.922576904296875000e-03,9.504914283752441406e-03,1.012480258941650391e-02,1.132333278656005859e-02,1.255595684051513672e-02,1.285547576844692230e-02,1.272881031036376953e-02,1.514136791229248047e-02,1.644718647003173828e-02,1.656377315521240234e-02,1.776465773582458496e-02,1.802194118499755859e-02,1.823484897613525391e-02,2.437031269073486328e-02
1.856938702985644341e-03,6.570816040039062500e-04,-1.115441322326660156e-03,-2.577781677246093750e-03,-3.607749938964843750e-03,-4.619956016540527344e-03,-4.249811172485351562e-03,-3.867864608764648438e-03,-3.108620643615722656e-03,-2.014994621276855469e-03,2.192258834838867188e-04,1.319408416748046875e-03,3.566384315490722656e-03,4.733443260192871094e-03,7.033348083496093750e-03,7.543563842773437500e-03,8.065700531005859375e-03,8.599400520324707031e-03,9.004592895507812500e-03,8.939862251281738281e-03,8.194565773010253906e-03,8.793354034423828125e-03,8.101105690002441406e-03,8.055806159973144531e-03,7.397651672363281250e-03,6.736159324645996094e-03,6.758809089660644531e-03,6.796002388000488281e-03,6.914734840393066406e-03,7.614970207214355469e-03,7.688641548156738281e-03,7.798194885253906250e-03,7.308483123779296875e-03,8.061528205871582031e-03,8.215188980102539062e-03,9.175062179565429688e-03,9.371519088745117188e-03,8.956432342529296875e-03,9.808897972106933594e-03,1.038805488497018814e-02,1.082040090113878250e-02,1.117444038391113281e-02,1.145792007446289062e-02,1.173472404479980469e-02,1.202595233917236328e-02,1.173913478851318359e-02,1.149177551269531250e-02,4.091382026672363281e-03,3.246068954467773438e-03,3.266881452873349190e-03,2.834439277648925781e-03,2.268552780151367188e-04,4.311203956604003906e-03,4.745006561279296875e-03,5.193352699279785156e-03,5.100131034851074219e-03,4.979729652404785156e-03,5.497694015502929688e-03,6.007909774780273438e-03,6.555318832397460938e-03,7.954430766403675079e-03,8.286237716674804688e-03,9.459376335144042969e-03,1.007926464080810547e-02,1.125992555171251297e-02,1.192522048950195312e-02,1.377785205841064453e-02,1.442921161651611328e-02,1.449409127235412598e-02,1.582217216491699219e-02,1.593983173370361328e-02,1.727402210235595703e-02,1.791996881365776062e-02,1.818835735321044922e-02,1.780045032501220703e-02
1.738309860229492188e-03,6.181001663208007812e-04,-4.650354385375976562e-04,-2.617239952087402344e-03,-2.961993217468261719e-03,-3.291964530944824219e-03,-3.607273101806640625e-03,-3.513932228088378906e-03,-2.344209235161542892e-03,-2.054929733276367188e-03,1.791715621948242188e-04,1.279234886169433594e-03,3.526210784912109375e-03,4.693031311035156250e-03,5.828499794006347656e-03,7.503032684326171875e-03,8.025169372558593750e-03,8.558750152587890625e-03,9.104371070861816406e-03,8.306264877319335938e-03,8.153557777404785156e-03,8.099436759948730469e-03,8.059978485107421875e-03,7.364630699157714844e-03,6.707787513732910156e-03,6.694674491882324219e-03,6.717205047607421875e-03,6.754279136657714844e-03,6.872892379760742188e-03,7.573008537292480469e-03,8.093579672276973724e-03,8.392691612243652344e-03,8.536577224731445312e-03,9.286403656005859375e-03,9.437322616577148438e-03,9.761691093444824219e-03,9.956598281860351562e-03,1.016628742218017578e-02,1.039075851440429688e-02,1.063013076782226562e-02,1.150608062744140625e-02,1.175165176391601562e-02,1.203358173370361328e-02,1.230871677398681641e-02,1.170153636485338211e-02,1.169550418853759766e-02,9.486949071288108826e-03,7.268905639648437500e-03,3.201961517333984375e-03,3.009438514709472656e-03,2.790331840515136719e-03,-1.031994819641113281e-03,6.324052810668945312e-04,4.700541496276855469e-03,3.947822842746973038e-03,5.055308341979980469e-03,4.934906959533691406e-03,5.452752113342285156e-03,6.323284003883600235e-03,6.510138511657714844e-03,7.671952247619628906e-03,8.831858634948730469e-03,9.418004192411899567e-03,1.003372669219970703e-02,1.127755641937255859e-02,1.210744772106409073e-02,1.256453990936279297e-02,1.380097866058349609e-02,1.451456546783447266e-02,1.519668102264404297e-02,1.575637981295585632e-02,1.665151119232177734e-02,1.682603359222412109e-02,1.699531078338623047e-02,1.777110993862152100e-02
