7.667183876037597656e-03,6.713628768920898438e-03,6.553411483764648438e-03,4.739284515380859375e-03,3.830909729003906250e-03,2.930283546447753906e-03,2.086758613586425781e-03,2.117753028869628906e-03,3.013849258422851562e-03,3.939270973205566406e-03,5.735516548156738281e-03,7.538080215454101562e-03,8.545875549316406250e-03,8.750557899475097656e-03,9.025454521179199219e-03,1.012742519378662109e-02,9.468793869018554688e-03,9.832262992858886719e-03,9.205937385559082031e-03,8.006453514099121094e-03,6.056547164916992188e-03,4.676461219787597656e-03,4.141449928283691406e-03,4.169821739196777344e-03,5.525469779968261719e-03,6.928801536560058594e-03,8.042097091674804688e-03,8.726239204406738281e-03,8.632421493530273438e-03,8.213162422180175781e-03,7.805466651916503906e-03,5.520343780517578125e-03,5.132436752319335938e-03,4.465937614440917969e-03,3.385305404663085938e-03,3.498315811157226562e-03,3.218173980712890625e-03,2.693057060241699219e-03,3.687143325805664062e-03,5.506277084350585938e-03,6.783127784729003906e-03,8.645057678222656250e-03,1.051735877990722656e-02,1.316070556640625000e-02,1.300120353698730469e-02,1.363050937652587891e-02,1.338672637939453125e-02,1.400709152221679688e-02,1.381134986877441406e-02,1.375055313110351562e-02,1.366436481475830078e-02,1.359975337982177734e-02,1.360571384429931641e-02,1.285326480865478516e-02,1.141738891601562500e-02,1.071739196777343750e-02,1.011610031127929688e-02,9.458541870117187500e-03,9.548068046569824219e-03,9.012699127197265625e-03,9.138941764831542969e-03,9.386301040649414062e-03,8.844494819641113281e-03,8.317232131958007812e-03,7.063627243041992188e-03,5.868315696716308594e-03,3.972530364990234375e-03,2.793431282043457031e-03,8.381664520129561424e-04,-4.364490509033203125e-03,-4.097104072570800781e-03,9.618997573852539062e-04,1.953244209289550781e-03,2.995371818542480469e-03,4.361867904663085938e-03,5.389928817749023438e-03,6.139755249023437500e-03,6.521582603454589844e-03,6.957530975341796875e-03,8.451342582702636719e-03,8.716296404600143433e-03,9.360671043395996094e-03,9.811401367187500000e-03,9.608983993530273438e-03,9.953022003173828125e-03,8.449792861938476562e-03,8.329153060913085938e-03,7.565140724182128906e-03,7.585207466036081314e-03,6.723284721374511719e-03,5.989193916320800781e-03,5.946397781372070312e-03,6.525039672851562500e-03,5.862355232238769531e-03,5.856513977050781250e-03,5.865097045898437500e-03,5.679635796695947647e-03,4.687666893005371094e-03,5.432450678199529648e-03,5.474805831909179688e-03,5.504602100700139999e-03
6.781816482543945312e-03,6.680011749267578125e-03,5.672216415405273438e-03,4.705429077148437500e-03,3.796935081481933594e-03,2.056956291198730469e-03,2.058744430541992188e-03,2.083301544189453125e-03,2.979397773742675781e-03,3.904700279235839844e-03,5.700826644897460938e-03,6.682157516479492188e-03,8.511066436767578125e-03,8.715510368347167969e-03,8.990287780761718750e-03,9.282946586608886719e-03,9.433507919311523438e-03,8.991956710815429688e-03,8.367061614990234375e-03,7.170438766479492188e-03,5.763888359069824219e-03,3.844380378723144531e-03,4.105448722839355469e-03,4.097342491149902344e-03,4.701972007751464844e-03,5.803346633911132812e-03,7.222771644592285156e-03,8.689761161804199219e-03,8.595705032348632812e-03,8.176445960998535156e-03,6.994724273681640625e-03,6.254434585571289062e-03,5.864858627319335938e-03,4.428625106811523438e-03,4.112958908081054688e-03,3.460764884948730469e-03,3.180503845214843750e-03,3.413081169128417969e-03,4.404067993164062500e-03,5.468249320983886719e-03,6.745100021362304688e-03,9.354472160339355469e-03,1.122367382049560547e-02,1.238071918487548828e-02,1.296281814575195312e-02,1.345455646514892578e-02,1.261234283447265625e-02,1.249969005584716797e-02,1.304101943969726562e-02,1.371157169342041016e-02,1.289832592010498047e-02,1.283514499664306641e-02,1.208007335662841797e-02,1.137161254882812500e-02,1.065826416015625000e-02,1.067769527435302734e-02,9.361147880554199219e-03,9.418606758117675781e-03,9.508013725280761719e-03,8.972525596618652344e-03,9.098768234252929688e-03,9.922862052917480469e-03,8.803963661193847656e-03,8.276581764221191406e-03,7.022857666015625000e-03,5.128145217895507812e-03,4.629135131835937500e-03,3.448367118835449219e-03,2.097101416438817978e-03,9.157998138107359409e-04,1.013875007629394531e-03,2.294898033142089844e-03,2.286289120092988014e-03,2.953529357910156250e-03,5.001187324523925781e-03,5.347967147827148438e-03,6.774544715881347656e-03,6.686584558337926865e-03,7.589459419250488281e-03,7.957447320222854614e-03,8.878827095031738281e-03,8.649706840515136719e-03,9.101986885070800781e-03,8.235573768615722656e-03,8.735775947570800781e-03,7.745862007141113281e-03,7.626295089721679688e-03,7.521748542785644531e-03,6.775259971618652344e-03,6.679654121398925781e-03,6.598949432373046875e-03,6.554484367370605469e-03,7.115364074707031250e-03,6.466031074523925781e-03,7.104635238647460938e-03,5.945530720055103302e-03,5.245447158813476562e-03,5.926489830017089844e-03,5.361318588256835938e-03,5.430102348327636719e-03,5.535960197448730469e-03
6.858944892883300781e-03,6.646394729614257812e-03,5.638599395751953125e-03,4.671573638916015625e-03,3.728866577148437500e-03,2.022743225097656250e-03,2.018213272094726562e-03,2.048850059509277344e-03,2.944827079772949219e-03,3.870010375976562500e-03,4.807472229003906250e-03,6.647348403930664062e-03,7.658004760742187500e-03,7.865428924560546875e-03,8.142948150634765625e-03,8.259892463684082031e-03,8.590459823608398438e-03,8.751273155212402344e-03,8.331656455993652344e-03,6.898522377014160156e-03,4.929065704345703125e-03,3.808498382568359375e-03,3.510117530822753906e-03,4.061222076416015625e-03,4.377126693725585938e-03,5.766987800598144531e-03,7.186293601989746094e-03,8.306741714477539062e-03,8.193373680114746094e-03,7.782101631164550781e-03,7.731795310974121094e-03,6.988406181335449219e-03,5.827665328979492188e-03,5.157947540283203125e-03,4.075527191162109375e-03,3.423213958740234375e-03,3.614783287048339844e-03,3.375291824340820312e-03,5.121231079101562500e-03,6.182193756103515625e-03,6.706953048706054688e-03,9.316325187683105469e-03,1.118552684783935547e-02,1.176905632019042969e-02,1.292431354522705078e-02,1.281487941741943359e-02,1.257359981536865234e-02,1.246094703674316406e-02,1.300215721130371094e-02,1.294267177581787109e-02,1.289498805999755859e-02,1.207029819488525391e-02,1.131558418273925781e-02,1.131796836853027344e-02,1.061868667602539062e-02,9.919881820678710938e-03,9.321212768554687500e-03,9.378671646118164062e-03,8.755683898925781250e-03,9.641647338867187500e-03,9.766221046447753906e-03,9.882450103759765625e-03,8.763313293457031250e-03,8.235931396484375000e-03,7.295975927263498306e-03,5.786538124084472656e-03,5.285739898681640625e-03,4.103422164916992188e-03,1.833081245422363281e-03,2.087235450744628906e-03,2.352833747863769531e-03,2.940535545349121094e-03,3.283381462097167969e-03,3.596067428588867188e-03,4.959225654602050781e-03,5.305886268615722656e-03,6.732344627380371094e-03,7.154941558837890625e-03,6.872892379760742188e-03,7.299423217773437500e-03,8.836269378662109375e-03,8.607029914855957031e-03,8.392572402954101562e-03,8.192777633666992188e-03,8.028984069824218750e-03,7.879972457885742188e-03,6.923675537109375000e-03,7.478356361389160156e-03,7.388234138488769531e-03,7.291078567504882812e-03,7.208585739135742188e-03,7.162809371948242188e-03,7.131576538085937500e-03,6.956463679671287537e-03,3.183603286743164062e-03,7.110238075256347656e-03,7.130742073059082031e-03,7.165551185607910156e-03,5.956888198852539062e-03,5.385398864746093750e-03,5.491137504577636719e-03
6.825447082519531250e-03,5.762338638305664062e-03,5.604863166809082031e-03,3.793239593505859375e-03,2.853274345397949219e-03,1.995563507080078125e-03,1.983880996704101562e-03,2.014517784118652344e-03,2.910375595092773438e-03,3.835439682006835938e-03,4.772782325744628906e-03,5.756735801696777344e-03,6.695628166198730469e-03,7.015109062194824219e-03,8.107781410217285156e-03,7.413864135742187500e-03,8.403062820434570312e-03,7.103204727172851562e-03,5.850076675415039062e-03,6.060838699340820312e-03,4.094004631042480469e-03,3.772497177124023438e-03,3.473997116088867188e-03,4.024982452392578125e-03,4.340767860412597656e-03,5.730628967285156250e-03,7.149815559387207031e-03,8.579969406127929688e-03,8.935332298278808594e-03,8.522391319274902344e-03,6.920933723449707031e-03,6.544709205627441406e-03,5.790591239929199219e-03,4.700183868408203125e-03,4.000782966613769531e-03,3.696799278259277344e-03,3.577113151550292969e-03,4.095554351806640625e-03,5.083322525024414062e-03,6.144285202026367188e-03,6.668925285339355469e-03,9.278178215026855469e-03,1.114726066589355469e-02,1.173067092895507812e-02,1.230394840240478516e-02,1.277637481689453125e-02,1.264011859893798828e-02,1.242232322692871094e-02,1.232123374938964844e-02,1.217377185821533203e-02,1.212751865386962891e-02,1.130545139312744141e-02,1.127636432647705078e-02,1.127851009368896484e-02,9.859323501586914062e-03,9.161949157714843750e-03,8.566141128540039062e-03,9.338855743408203125e-03,9.428024291992187500e-03,8.892178535461425781e-03,9.018182754516601562e-03,9.842157363891601562e-03,9.264945983886718750e-03,8.195281028747558594e-03,7.682681083679199219e-03,7.143855094909667969e-03,5.942463874816894531e-03,3.633499145507812500e-03,3.178000450134277344e-03,3.429174423217773438e-03,3.692030906677246094e-03,3.586173057556152344e-03,3.927469253540039062e-03,5.244612693786621094e-03,5.598783493041992188e-03,5.943775177001953125e-03,6.321668624877929688e-03,7.112741470336914062e-03,6.830453872680664062e-03,7.256984710693359375e-03,8.124113082885742188e-03,8.564352989196777344e-03,8.349895477294921875e-03,7.484436035156250000e-03,7.986068725585937500e-03,7.174611091613769531e-03,7.041692733764648438e-03,6.776928901672363281e-03,7.344722747802734375e-03,7.902622222900390625e-03,8.691299706697463989e-03,8.423209190368652344e-03,1.096594333648681641e-02,7.772440090775489807e-03,5.077600479125976562e-03,8.355379104614257812e-03,9.015917778015136719e-03,3.912091255187988281e-03,5.912303924560546875e-03,5.979299545288085938e-03,5.446314811706542969e-03
5.829215049743652344e-03,4.878282546997070312e-03,3.875732421875000000e-03,3.759264945983886719e-03,2.862453460693359375e-03,1.961469650268554688e-03,1.921892166137695312e-03,1.945734024047851562e-03,2.011179924011230469e-03,2.973794937133789062e-03,3.913879394531250000e-03,5.721926689147949219e-03,6.735205650329589844e-03,6.980061531066894531e-03,6.284475326538085938e-03,6.567716598510742188e-03,6.904006004333496094e-03,6.261348724365234375e-03,5.630373954772949219e-03,5.223155021667480469e-03,4.058241844177246094e-03,2.940416336059570312e-03,3.437995910644531250e-03,4.779100418090820312e-03,4.304528236389160156e-03,6.480097770690917969e-03,7.896304130554199219e-03,8.543491363525390625e-03,8.898615837097167969e-03,8.485674858093261719e-03,6.884098052978515625e-03,6.507754325866699219e-03,4.983901977539062500e-03,4.662990570068359375e-03,3.963470458984375000e-03,3.659367561340332031e-03,3.067612648010253906e-03,4.057765007019042969e-03,4.290461540222167969e-03,4.798889160156250000e-03,5.880355834960937500e-03,8.492469787597656250e-03,1.036429405212402344e-02,1.169240474700927734e-02,1.226568222045898438e-02,1.273787021636962891e-02,1.260149478912353516e-02,1.238346099853515625e-02,1.228237152099609375e-02,1.140487194061279297e-02,1.205372810363769531e-02,1.128768920898437500e-02,1.051282882690429688e-02,9.810924530029296875e-03,9.100198745727539062e-03,8.404016494750976562e-03,8.526206016540527344e-03,8.584976196289062500e-03,8.675575256347656250e-03,8.851885795593261719e-03,8.977890014648437500e-03,9.095430374145507812e-03,9.385704994201660156e-03,8.856773376464843750e-03,7.642030715942382812e-03,7.802248001098632812e-03,5.454778671264648438e-03,4.981637001037597656e-03,5.216598510742187500e-03,4.771471023559570312e-03,4.634618759155273438e-03,4.568462725728750229e-03,4.571437835693359375e-03,4.881262779235839844e-03,6.238460540771484375e-03,5.999302025884389877e-03,6.279587745666503906e-03,7.070422172546386719e-03,7.462382316589355469e-03,7.887125015258789062e-03,8.323788642883300781e-03,7.853507995605468750e-03,7.640242576599121094e-03,7.767905015498399734e-03,7.279038429260253906e-03,7.131457328796386719e-03,6.998538970947265625e-03,7.391691207885742188e-03,7.957696914672851562e-03,1.108634471893310547e-02,9.539783000946044922e-03,1.224899291992187500e-02,1.222038269042968750e-02,8.218586444854736328e-03,5.685806274414062500e-03,5.087375640869140625e-03,4.468679428100585938e-03,6.583483424037694931e-03,5.867719650268554688e-03,5.934715270996093750e-03,5.401372909545898438e-03
4.164576530456542969e-03,4.844665527343750000e-03,3.841996192932128906e-03,2.907752990722656250e-03,2.828598022460937500e-03,2.767682075500488281e-03,1.887679100036621094e-03,1.911282539367675781e-03,1.976728439331054688e-03,2.031445503234863281e-03,3.879189491271972656e-03,5.687117576599121094e-03,5.771398544311523438e-03,5.882024765014648438e-03,6.129860877990722656e-03,5.721688270568847656e-03,5.869150161743164062e-03,5.419373512268066406e-03,4.789829254150390625e-03,3.583550453186035156e-03,3.223419189453125000e-03,3.448605537414550781e-03,4.988431930541992188e-03,5.533099174499511719e-03,5.845904350280761719e-03,6.443738937377929688e-03,7.859826087951660156e-03,9.286999702453613281e-03,8.862018585205078125e-03,8.448958396911621094e-03,6.847143173217773438e-03,6.470799446105957031e-03,4.176855087280273438e-03,3.820180892944335938e-03,3.160834312438964844e-03,3.621816635131835938e-03,2.269029617309570312e-03,3.262042999267578125e-03,3.752946853637695312e-03,3.497600555419921875e-03,5.842328071594238281e-03,7.706642150878906250e-03,1.032602787017822266e-02,1.091086864471435547e-02,1.148545742034912109e-02,1.196062564849853516e-02,1.182568073272705078e-02,1.161038875579833984e-02,1.151072978973388672e-02,1.069116592407226562e-02,1.059234142303466797e-02,1.052141189575195312e-02,9.749531745910644531e-03,9.754538536071777344e-03,9.060502052307128906e-03,8.364319801330566406e-03,8.399486541748046875e-03,8.545041084289550781e-03,8.635640144348144531e-03,9.521126747131347656e-03,9.645462036132812500e-03,9.761452674865722656e-03,1.004886627197265625e-02,9.518265724182128906e-03,9.002208709716796875e-03,8.460521697998046875e-03,7.296800613403320312e-03,6.330013275146484375e-03,5.868673324584960938e-03,5.427772179245948792e-03,5.031347274780273438e-03,4.919290542602539062e-03,5.215883255004882812e-03,5.523920059204101562e-03,5.514979362487792969e-03,6.582021713256835938e-03,6.237506866455078125e-03,7.028102874755859375e-03,7.420063018798828125e-03,7.844686508178710938e-03,8.281350135803222656e-03,7.810831069946289062e-03,7.597446441650390625e-03,7.441520690917968750e-03,7.899999618530273438e-03,7.088422775268554688e-03,7.616281509399414062e-03,8.664011955261230469e-03,1.185333728790283203e-02,1.234984397888183594e-02,1.229190826416015625e-02,1.081279478967189789e-02,6.349444389343261719e-03,6.334066390991210938e-03,1.084935665130615234e-02,5.687832832336425781e-03,7.500502280890941620e-03,9.001970291137695312e-03,7.744193077087402344e-03,5.251169204711914062e-03,5.356550216674804688e-03
3.357768058776855469e-03,3.926753997802734375e-03,3.837823867797851562e-03,2.873897552490234375e-03,1.917481422424316406e-03,1.859188079833984375e-03,1.853466033935546875e-03,1.876950263977050781e-03,1.942157745361328125e-03,1.996874809265136719e-03,3.844499588012695312e-03,4.754185676574707031e-03,4.916787147521972656e-03,5.028843879699707031e-03,4.586577415466308594e-03,4.875659942626953125e-03,4.215002059936523438e-03,3.735542297363281250e-03,4.136204719543457031e-03,3.753900527954101562e-03,3.986597061157226562e-03,4.460930824279785156e-03,4.158973693847656250e-03,5.496978759765625000e-03,5.809783935546875000e-03,7.193326950073242188e-03,8.606433868408203125e-03,9.250521659851074219e-03,8.825421333312988281e-03,8.412241935729980469e-03,6.810307502746582031e-03,6.433725357055664062e-03,4.139661788940429688e-03,3.475308418273925781e-03,3.123402595520019531e-03,2.820491790771484375e-03,2.231478691101074219e-03,2.466320991516113281e-03,2.202033996582031250e-03,3.215909004211425781e-03,5.053639411926269531e-03,7.668495178222656250e-03,8.984684944152832031e-03,1.012945175170898438e-02,1.128995418548583984e-02,1.114463806152343750e-02,1.104974746704101562e-02,1.090860366821289062e-02,1.073884963989257812e-02,1.065218448638916016e-02,9.824752807617187500e-03,9.755253791809082031e-03,9.710192680358886719e-03,8.992433547973632812e-03,8.301138877868652344e-03,8.324623107910156250e-03,8.489613421261310577e-03,8.505105972290039062e-03,8.595585823059082031e-03,9.480953216552734375e-03,1.031327247619628906e-02,1.113438606262207031e-02,1.071202754974365234e-02,1.017975807189941406e-02,9.662389755249023438e-03,8.651256561279296875e-03,7.461309432983398438e-03,7.678508758544921875e-03,7.214069366455078125e-03,6.113648414611816406e-03,6.370425224304199219e-03,5.565166473388671875e-03,5.860090255737304688e-03,5.482196807861328125e-03,5.473017692565917969e-03,5.859851837158203125e-03,6.195306777954101562e-03,6.985902786254882812e-03,7.377743721008300781e-03,7.802248001098632812e-03,7.567644119262695312e-03,7.768154144287109375e-03,7.765477523207664490e-03,8.064031600952148438e-03,8.024806156754493713e-03,7.707595825195312500e-03,8.772134780883789062e-03,9.620682336390018463e-03,1.049709320068359375e-02,1.099920272827148438e-02,1.094412803649902344e-02,1.118420995771884918e-02,1.213276386260986328e-02,1.147115230560302734e-02,1.080536842346191406e-02,1.015710830688476562e-02,9.570717811584472656e-03,7.673859596252441406e-03,6.418704986572265625e-03,6.588884629309177399e-03,6.586551666259765625e-03
3.324270248413085938e-03,3.893136978149414062e-03,3.804087638854980469e-03,2.840042114257812500e-03,2.726674079895019531e-03,1.825094223022460938e-03,1.819252967834472656e-03,1.831650733947753906e-03,1.030683517456054688e-03,1.962304115295410156e-03,2.906084060668945312e-03,3.896594047546386719e-03,4.062294960021972656e-03,4.175662994384765625e-03,3.737688064575195312e-03,3.870248794555664062e-03,4.029273986816406250e-03,3.700017929077148438e-03,3.913640975952148438e-03,3.512144088745117188e-03,3.950834274291992188e-03,3.628730773925781250e-03,4.916310310363769531e-03,6.251096725463867188e-03,6.562352180480957031e-03,7.942795753479003906e-03,9.352803230285644531e-03,9.687304496765136719e-03,8.788824081420898438e-03,8.375525474548339844e-03,5.999088287353515625e-03,5.624055862426757812e-03,4.452466964721679688e-03,3.437995910644531250e-03,3.085970878601074219e-03,2.783060073852539062e-03,2.193808555603027344e-03,1.907467842102050781e-03,2.164244651794433594e-03,2.666592597961425781e-03,3.735899925231933594e-03,4.802584648132324219e-03,7.415890693664550781e-03,9.347796440124511719e-03,9.925127029418945312e-03,1.051115989685058594e-02,1.027369499206542969e-02,1.006388664245605469e-02,9.966850280761718750e-03,9.881734848022460938e-03,9.785652160644531250e-03,9.716033935546875000e-03,8.971691131591796875e-03,8.230209350585937500e-03,7.528662681579589844e-03,8.284926414489746094e-03,8.359670639038085938e-03,8.465170860290527344e-03,8.555531501770019531e-03,1.015031337738037109e-02,1.098108291625976562e-02,1.125884056091308594e-02,1.046445965766906738e-02,1.084148883819580078e-02,1.032233238220214844e-02,9.818077087402343750e-03,8.812904357910156250e-03,8.332133293151855469e-03,7.351346779614686966e-03,6.764292716979980469e-03,6.329059600830078125e-03,5.523562431335449219e-03,5.818486213684082031e-03,6.125092506408691406e-03,6.112694740295410156e-03,6.497979164123535156e-03,6.674905773252248764e-03,6.943702697753906250e-03,7.335424423217773438e-03,7.759809494018554688e-03,7.525205612182617188e-03,7.725358009338378906e-03,7.554531097412109375e-03,7.355809211730957031e-03,7.857084274291992188e-03,8.327007293701171875e-03,9.388446807861328125e-03,9.936809539794921875e-03,1.120596379041671753e-02,1.226282119750976562e-02,1.220476627349853516e-02,1.216149330139160156e-02,1.208901405334472656e-02,1.142716407775878906e-02,1.076126098632812500e-02,9.413378313183784485e-03,8.882999420166015625e-03,8.271336555480957031e-03,7.270704954862594604e-03,6.484270095825195312e-03,6.374347954988479614e-03
4.030466079711914062e-03,3.859519958496093750e-03,3.770351409912109375e-03,2.806186676025390625e-03,2.692699432373046875e-03,1.791000366210937500e-03,1.785039901733398438e-03,9.627342224121093750e-04,1.827597618103027344e-03,1.927733421325683594e-03,2.871394157409667969e-03,3.004431724548339844e-03,3.940224647521972656e-03,3.428578376770019531e-03,3.667354583740234375e-03,3.835082054138183594e-03,3.334760665893554688e-03,3.664493560791015625e-03,4.065036773681640625e-03,4.242897033691406250e-03,3.879189491271972656e-03,4.389047622680664062e-03,5.673646926879882812e-03,5.948901176452636719e-03,6.489992141723632812e-03,7.906556129455566406e-03,8.991003036499023438e-03,8.051156997680664062e-03,8.397221565246582031e-03,7.561683654785156250e-03,6.736516952514648438e-03,4.814386367797851562e-03,4.415392875671386719e-03,3.708481788635253906e-03,3.400683403015136719e-03,2.745509147644042969e-03,2.435564994812011719e-03,1.869678497314453125e-03,2.126336097717285156e-03,2.386331558227539062e-03,2.945899963378906250e-03,4.764437675476074219e-03,6.631374359130859375e-03,9.309411048889160156e-03,9.144902229309082031e-03,9.732365608215332031e-03,1.023507118225097656e-02,1.002514362335205078e-02,9.927988052368164062e-03,9.788751602172851562e-03,9.746551513671875000e-03,9.676814079284667969e-03,8.932352066040039062e-03,8.190631866455078125e-03,8.210301399230957031e-03,8.245229721069335938e-03,8.319973945617675781e-03,8.425235748291015625e-03,9.227991104125976562e-03,9.328603744506835938e-03,1.094090938568115234e-02,1.109409332275390625e-02,1.121854782104492188e-02,1.080083847045898438e-02,1.028168201446533203e-02,9.777307510375976562e-03,8.771896362304687500e-03,8.291006088256835938e-03,7.866144180297851562e-03,6.723046302795410156e-03,6.978034973144531250e-03,6.856918334960937500e-03,6.462693214416503906e-03,6.276918575167655945e-03,5.760192871093750000e-03,6.455898284912109375e-03,6.831765174865722656e-03,7.577061653137207031e-03,7.293105125427246094e-03,7.717490196228027344e-03,7.482647895812988281e-03,7.241129875183105469e-03,7.682681083679199219e-03,7.978320121765136719e-03,8.478045463562011719e-03,1.013064384460449219e-02,1.066422462463378906e-02,1.120972633361816406e-02,1.176667213439941406e-02,1.352655887603759766e-02,1.281321048736572266e-02,1.211774349212646484e-02,1.143364515155553818e-02,1.138329505920410156e-02,1.019613351672887802e-02,1.011288166046142578e-02,8.838653564453125000e-03,7.584929466247558594e-03,7.014513015747070312e-03,6.439447402954101562e-03,6.541728973388671875e-03
4.112482070922851562e-03,3.923654556274414062e-03,3.736734390258789062e-03,3.618597984313964844e-03,2.658724784851074219e-03,1.756906509399414062e-03,1.750826835632324219e-03,1.762986183166503906e-03,1.793146133422851562e-03,1.893162727355957031e-03,2.836704254150390625e-03,3.705620765686035156e-03,3.172636032104492188e-03,3.393530845642089844e-03,3.508448600769042969e-03,3.799796104431152344e-03,3.923416137695312500e-03,4.435658454895019531e-03,4.833102226257324219e-03,5.009293556213378906e-03,5.442023277282714844e-03,5.149364471435546875e-03,5.637526512145996094e-03,5.912780761718750000e-03,6.453752517700195312e-03,7.870197296142578125e-03,8.497118949890136719e-03,8.014678955078125000e-03,8.360624313354492188e-03,7.524967193603515625e-03,7.106423377990722656e-03,5.550146102905273438e-03,5.149722099304199219e-03,4.439592361450195312e-03,3.325939178466796875e-03,2.708077430725097656e-03,2.398014068603515625e-03,1.832008361816406250e-03,2.315163612365722656e-03,1.835584640502929688e-03,2.907752990722656250e-03,3.976821899414062500e-03,5.846738815307617188e-03,8.527755737304687500e-03,8.364558219909667969e-03,8.953571319580078125e-03,9.459018707275390625e-03,9.320497512817382812e-03,9.889125823974609375e-03,9.072184562683105469e-03,9.019613265991210938e-03,8.910417556762695312e-03,8.893013000488281250e-03,8.151173591613769531e-03,8.170723915100097656e-03,8.205533027648925781e-03,8.280158042907714844e-03,9.099245071411132812e-03,9.187936782836914062e-03,1.011013984680175781e-02,1.090073585510253906e-02,1.105380058288574219e-02,1.117813587188720703e-02,1.005804538726806641e-02,9.540319442749023438e-03,9.037256240844726562e-03,9.226322174072265625e-03,8.249998092651367188e-03,7.824897766113281250e-03,8.065462112426757812e-03,7.627248764038085938e-03,6.815433502197265625e-03,6.421089172363281250e-03,6.083250045776367188e-03,6.752252578735351562e-03,6.413936614990234375e-03,6.789684295654296875e-03,7.534742355346679688e-03,7.357726804912090302e-03,7.675051689147949219e-03,7.440090179443359375e-03,7.198572158813476562e-03,8.135914802551269531e-03,8.600950241088867188e-03,9.098887443542480469e-03,9.608864784240722656e-03,1.194012165069580078e-02,1.248240470886230469e-02,1.303660869598388672e-02,1.292562484741210938e-02,1.276957988739013672e-02,1.272463798522949219e-02,1.204514503479003906e-02,1.069164276123046875e-02,1.071715354919433594e-02,9.423732757568359375e-03,8.150935173034667969e-03,7.540464401245117188e-03,6.969928741455078125e-03,6.394863128662109375e-03,6.496906280517578125e-03
